Sample	min:D11:0	max:D11:0	min:D11:1	max:D11:1	min:D11:2	max:D11:2	min:D11:3	max:D11:3	min:D11:4	max:D11:4	min:D11:5	max:D11:5	min:D11:6	max:D11:6	min:D11:7	max:D11:7
12	0.7664944662096218	0.7673209401559973	0.7664944662096218	25.07035340122755	0.7664944662096218	1.0369822330424654	0.7664944662096218	0.7673209401559973	0.7664944662096218	0.7673209401559973	0.7664944662096218	0.7673209401559973	14.537528255934092	42.54507364085299	26.612118083599825	178.15499449374164
13	0.8159539923223917	1.5288474712903906	0.8159539923223917	21.24583448305455	0.8159539923223917	1.5288474712903906	0.8159539923223917	1.5288474712903906	0.8159539923223917	5.232480005858932	0.8159539923223917	1.5288474712903906	13.688209525468622	42.08910048638987	23.548247199921732	133.23189576922695
14	0.7157336040892801	1.0523617020071754	0.7157336040892801	24.038555181724647	0.7157336040892801	1.0523617020071754	0.7157336040892801	1.0523617020071754	0.7157336040892801	4.964428727630946	0.7157336040892801	1.0523617020071754	13.758578228504263	38.16770513299052	27.21989595037813	151.99950100177782
15	0.719591229253723	1.2839927250995231	0.719591229253723	27.253788547285637	0.719591229253723	1.2839927250995231	1.071523524872532	1.2839927250995231	0.719591229253723	4.949643718205948	0.719591229253723	1.2839927250995231	15.125424174581099	43.74042576831941	27.00644742481319	171.29676573419016
16	0.7493554536912086	1.5682034700210181	0.7493554536912086	20.797695567201117	0.7493554536912086	1.5682034700210181	0.7493554536912086	1.5682034700210181	1.0200720618886692	4.956342644703938	0.7493554536912086	1.5682034700210181	14.132988916630694	37.38658753379917	24.54659519850503	158.29847054130187
17	0.7242669168273608	0.7843609783895147	0.7242669168273608	22.63380057391953	0.9395258139037992	1.5934493643785572	0.7242669168273608	0.7843609783895147	0.9395258139037992	5.022658728398284	0.7242669168273608	0.7843609783895147	14.340962404053641	43.66857557396375	26.334651122929642	153.0249282382726
18	0.7051555814689436	1.4692045298496623	0.7051555814689436	24.124621019009055	0.7051555814689436	1.4692045298496623	0.7051555814689436	1.4692045298496623	0.7051555814689436	4.862640108286115	0.7051555814689436	1.4692045298496623	14.790577323049007	38.7415529789852	28.93221955145316	167.4714738732631
19	0.666713225841221	0.6669339825000407	0.666713225841221	22.181657358698885	0.666713225841221	0.6669339825000407	0.666713225841221	0.6669339825000407	0.666713225841221	0.6669339825000407	0.666713225841221	0.6669339825000407	14.64171623049586	44.341202646987085	24.220052708292172	181.02726943729323
20	0.6586506487182362	0.6795231406402138	0.6586506487182362	24.998923140812934	0.6586506487182362	0.6795231406402138	0.6586506487182362	0.6795231406402138	0.6586506487182362	0.6795231406402138	0.6586506487182362	0.6795231406402138	15.14310233054988	42.62179594255167	24.998923140812934	164.2574320838838
21	0.7918423873598783	1.5167961397123406	0.7918423873598783	27.431787152070257	0.7918423873598783	1.5167961397123406	0.7918423873598783	1.5167961397123406	0.7918423873598783	4.7027379579457715	0.7918423873598783	1.5167961397123406	15.589072890907516	43.82955629029385	27.884703036526815	218.86847060104708
22	0.7758973668778424	1.3224471681816965	0.7758973668778424	22.848577118188246	0.7758973668778424	1.3224471681816965	0.7758973668778424	1.3224471681816965	0.7758973668778424	5.448182274974869	0.7758973668778424	1.3224471681816965	14.447937743337974	39.025869917490155	24.55250354893832	185.46535091494675
23	0.7674109368793722	1.0268338995522015	0.7674109368793722	21.53770649755566	0.7674109368793722	1.0268338995522015	0.7674109368793722	1.0268338995522015	0.7674109368793722	4.865732344512395	0.7674109368793722	1.0268338995522015	13.49242426977898	38.475684553518846	22.486513600637807	174.4096005628314
24	0.7549998375861549	1.0229065783978797	0.7549998375861549	22.768679896149536	0.7549998375861549	1.0229065783978797	0.7549998375861549	1.0229065783978797	0.7549998375861549	4.181429792931112	0.7549998375861549	1.0229065783978797	13.925470529852959	37.02802008580122	22.768679896149536	159.76258456279012
25	0.8253348855417357	0.9717419068560105	0.8253348855417357	21.035274566559877	0.6718721070951972	0.9717419068560105	0.6718721070951972	0.9717419068560105	0.6718721070951972	5.229548124994864	0.6718721070951972	0.9717419068560105	14.696328041946316	38.724943314550046	23.282044365337384	206.9725391126895
26	0.6638212118934632	1.0519383360563381	0.6638212118934632	25.717604882149516	0.6638212118934632	1.0519383360563381	0.6638212118934632	1.0519383360563381	0.6638212118934632	4.795858083899901	0.6638212118934632	1.0519383360563381	13.700541056971275	36.04438902544754	29.0302007995964	173.6624941343093
27	0.712203439964469	0.733631623479539	0.712203439964469	22.392617996794982	0.712203439964469	0.733631623479539	0.712203439964469	0.733631623479539	0.712203439964469	0.733631623479539	0.712203439964469	0.733631623479539	13.923056322059324	36.61774008825843	29.149907195040726	134.28771984157962
