iteration	time	leafsWith	leafsWithout	resultingClade	incomingClade	segments
693	2.945030442165489	1	4	HPAI	HPAI	{3, 5, 6}
693	3.2578452095186208	23	30	HPAI	HPAI	{2, 3, 7}
693	2.3828211465324216	1	1	HPAI	HPAI	{3, 6}
693	54.62701358741663	4	351	LPAI	LPAI	{3, 5, 6, 7}
693	2.7799442605576132	5	4	HPAI	LPAI	{6}
693	1.166378886843745	35	1	HPAI	LPAI	{1, 4, 6, 7}
693	3.2201743568004986	9	118	HPAI	HPAI	{1, 3, 5, 7}
693	1.727938391024452	6	1	HPAI	LPAI	{3, 5, 6, 7}
693	2.958446539969998	1	2	HPAI	HPAI	{3}
693	96.58595833650696	3	355	LPAI	unknown	{1}
693	9.487552070555182	1	2	LPAI	LPAI	{4}
693	0.7819805281523031	8	15	HPAI	HPAI	{1, 2}
693	2.6786938444479915	1	3	HPAI	HPAI	{2}
693	155.7170463384178	6	358	LPAI	LPAI	{1}
693	1.4984991261969185	1	1	HPAI	LPAI	{4, 5, 7}
693	0.5162635563365257	1	1	HPAI	HPAI	{1}
693	2.6777818233969697	62	2	HPAI	LPAI	{5, 6}
693	3.0488412701629954	1	1	HPAI	LPAI	{4}
693	2.971012233844988	1	2	LPAI	LPAI	{3, 4}
694	3.2453783397777443	25	1	HPAI	LPAI	{4, 6}
694	1.4576624820989537	1	2	HPAI	LPAI	{4, 5, 7}
694	2.85502943012807	1	2	HPAI	HPAI	{3}
694	2.6722267032202467	62	2	HPAI	LPAI	{5, 6}
694	3.058264219753937	1	1	HPAI	LPAI	{4}
694	3.1003464265982075	1	2	HPAI	LPAI	{5, 6, 7}
694	1.5106643689121029	28	2	HPAI	LPAI	{4, 6}
694	3.087779007597078	4	3	HPAI	LPAI	{3}
694	0.5261905705675645	1	3	HPAI	LPAI	{6, 7}
694	31.141739384647906	3	1	LPAI	LPAI	{1, 3}
694	2.7160520383303037	1	2	HPAI	HPAI	{1, 4}
694	3.203707655847154	9	110	HPAI	HPAI	{3, 5, 7}
694	2.8983432200710695	16	1	HPAI	HPAI	{3, 5, 6, 7}
694	2.7302373403136357	1	1	HPAI	HPAI	{3, 4, 5, 6}
694	3.0750911113622124	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
694	3.317964003189047	149	32	HPAI	LPAI	{3, 4, 5, 6}
694	1.5104534695880716	1	1	HPAI	LPAI	{4}
694	5.169118688855178	1	1	LPAI	LPAI	{6}
694	4.959808006446565	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
694	3.2534593672245933	23	30	HPAI	HPAI	{7}
694	6.541289431206167	2	1	LPAI	LPAI	{1, 5, 7}
694	3.182217213386366	25	2	HPAI	LPAI	{4, 6}
694	255.9611849122743	4	2	LPAI	LPAI	{1, 3}
694	3.235644065309259	144	5	HPAI	LPAI	{5, 6}
694	8.254511379089195	1	1	LPAI	LPAI	{2, 4, 5, 6}
694	0.5036978400156613	1	1	HPAI	HPAI	{1}
694	1.5910162268845056	1	3	HPAI	LPAI	{4}
694	0.5022704075470301	2	1	HPAI	HPAI	{3, 7}
694	0.7397750873005293	8	15	HPAI	HPAI	{1}
694	162.34211817731602	6	358	LPAI	LPAI	{1}
694	0.5828312023322724	1	1	HPAI	LPAI	{7}
694	52.45355251305955	351	4	HPAI	LPAI	{1}
694	2.4223227880481204	1	1	HPAI	HPAI	{3, 6}
694	3.0010824946398316	1	4	HPAI	HPAI	{5, 6}
694	2.868429424346971	1	2	LPAI	LPAI	{3, 4}
694	2.6155132590546373	4	1	HPAI	HPAI	{1}
694	2.79466881692224	5	4	HPAI	LPAI	{6}
694	1.65392206316983	2	1	HPAI	LPAI	{4, 6}
694	2.670525694392609	1	1	HPAI	HPAI	{2}
694	2.4760053922058205	1	1	LPAI	LPAI	{1, 4}
694	1.8059134600723041	6	1	HPAI	LPAI	{5, 6, 7}
694	3.4584222476790956	3	1	LPAI	LPAI	{2, 4, 5, 6, 7}
695	5.0279811441124025	1	1	LPAI	LPAI	{1, 6}
695	3.108452408075266	4	8	HPAI	LPAI	{3}
695	1.5493614290751339	1	1	HPAI	LPAI	{4}
695	7.3661052741468325	2	1	LPAI	LPAI	{5}
695	3.3306381992159686	1	181	HPAI	LPAI	{4, 6}
695	1.5520740269070075	1	3	HPAI	LPAI	{4, 5, 7}
695	162.29538777987557	358	6	unknown	LPAI	{1}
695	2.6697625016338407	1	3	HPAI	HPAI	{2}
695	0.5554148297014763	2	1	HPAI	HPAI	{2, 7}
695	2.8918029947452624	16	1	HPAI	HPAI	{3, 5, 6, 7}
695	1.6182238429049107	2	1	HPAI	LPAI	{4, 6}
695	31.4623639496819	3	1	LPAI	HPAI	{1, 3}
695	2.443684537739216	1	1	HPAI	HPAI	{3, 6}
695	2.709758595692392	62	2	HPAI	LPAI	{5, 6}
695	1.247909158192499	35	1	HPAI	LPAI	{1, 4, 6, 7}
695	3.3138388675420742	3	1	LPAI	LPAI	{1, 2, 4, 5, 6, 7}
695	3.8441615987988484	1	1	LPAI	LPAI	{1, 2}
695	91.95534037911318	3	355	LPAI	LPAI	{7}
695	4.587101434188753	1	1	LPAI	LPAI	{1, 4}
695	0.48233223690044724	1	1	HPAI	HPAI	{1}
695	2.796673525839253	5	4	HPAI	LPAI	{6}
695	3.25039349498428	25	1	HPAI	LPAI	{4, 6}
695	3.2278798813553635	9	113	HPAI	HPAI	{1, 3, 5, 7}
695	2.470520481357255	4	1	HPAI	HPAI	{1}
695	1.8153148415687497	6	1	HPAI	LPAI	{5, 6, 7}
695	3.0981175765717808	17	5	HPAI	HPAI	{2, 5, 6}
695	8.521154723260167	1	1	LPAI	LPAI	{2, 4, 6, 7}
695	9.19014488241936	3	1	LPAI	LPAI	{7}
695	2.941090369287508	1	1	HPAI	HPAI	{2, 5}
695	6.497893400041278	2	1	LPAI	LPAI	{1, 4, 5, 7}
695	2.2225580422550024	1	1	LPAI	LPAI	{4}
695	3.07642978372769	1	1	HPAI	LPAI	{4}
695	3.1798967399764138	25	2	HPAI	LPAI	{4, 6}
695	249.53833282218721	364	6	unknown	LPAI	{1, 4}
695	3.2505791244097963	127	22	HPAI	LPAI	{5, 6}
695	3.2507247898736864	23	30	HPAI	HPAI	{3, 7}
695	2.8635026560636447	1	2	HPAI	HPAI	{3}
695	0.5366233102973297	1	3	HPAI	LPAI	{6, 7}
695	2.681940749189266	1	2	HPAI	HPAI	{1, 4}
695	1.5628361271445215	1	3	HPAI	LPAI	{4}
695	291.3655642695401	4	2	LPAI	LPAI	{6}
695	0.4519512115859925	1	2	HPAI	HPAI	{3, 5, 6, 7}
695	2.9185634788499897	1	4	HPAI	HPAI	{5, 6}
695	3.3443685589955976	53	1	HPAI	LPAI	{4, 5, 6, 7}
695	3.2760738127562945	149	2	HPAI	LPAI	{3, 4, 5, 6}
695	3.089934914307264	1	2	HPAI	LPAI	{5, 6, 7}
695	0.7853302559269082	8	27	HPAI	HPAI	{1}
695	2.7424794806495356	1	2	LPAI	LPAI	{3, 4}
695	4.887258437077492	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
695	1.583014438374562	28	2	HPAI	LPAI	{4, 6}
696	2.699236602681026	1	2	HPAI	HPAI	{4}
696	2.7902659446521056	1	4	HPAI	HPAI	{3, 5, 6}
696	1.6171545350083534	2	1	HPAI	LPAI	{4, 6}
696	0.7406362380303904	8	17	HPAI	HPAI	{1, 2}
696	2.7042662012665346	1	2	HPAI	HPAI	{1, 4}
696	0.6322917720071359	2	1	HPAI	HPAI	{1, 2, 3, 4, 5, 6}
696	3.0709405925931605	1	1	HPAI	LPAI	{4}
696	148.65253103428097	1	1	LPAI	LPAI	{5}
696	3.153755623221855	1	1	HPAI	LPAI	{5, 6, 7}
696	3.247631534633001	23	30	HPAI	HPAI	{2, 3, 7}
696	3.2809592066308255	144	5	HPAI	LPAI	{5, 6}
696	2.6225964900089593	1	2	HPAI	HPAI	{2}
696	3.329957862372737	149	30	HPAI	LPAI	{3, 4, 5, 6}
696	3.2477938622937472	9	133	HPAI	HPAI	{3, 5, 7}
696	3.109002871682378	4	2	HPAI	LPAI	{3}
696	1.6085234629848628	1	1	HPAI	LPAI	{4}
696	12.057330318594268	1	2	LPAI	LPAI	{1, 5}
696	3.8790248835660464	1	1	LPAI	LPAI	{3}
696	4.278325752812236	1	1	LPAI	LPAI	{1, 4, 5, 7}
696	2.5046817470665133	4	1	HPAI	LPAI	{1}
696	2.1479576947029386	1	1	LPAI	LPAI	{1, 4}
696	1.8862788496439293	6	1	HPAI	LPAI	{5, 6, 7}
696	3.339830193106593	53	180	HPAI	LPAI	{4, 5, 6, 7}
696	1.5531707259779637	1	3	HPAI	LPAI	{4}
696	2.896200362703439	3	1	LPAI	LPAI	{7}
696	0.4451244080498782	1	1	HPAI	LPAI	{1}
696	3.1061812529708845	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
696	2.3950023830143436	1	1	HPAI	HPAI	{3, 6}
696	9.062186415443591	3	1	LPAI	LPAI	{5}
696	2.829577500010487	1	2	HPAI	HPAI	{3}
696	3.2456659507950008	25	5	HPAI	LPAI	{4, 6}
696	0.5601519829708081	1	8	HPAI	HPAI	{4, 6, 7}
696	2.7228542314678634	5	4	HPAI	LPAI	{6}
696	4.855212819070346	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
696	7.493394678265815	2	1	LPAI	LPAI	{5}
696	3.247231247057755	8	1	HPAI	HPAI	{2, 7}
696	0.5844892437691556	1	1	HPAI	LPAI	{7}
696	1.5056084765068931	28	2	HPAI	LPAI	{4, 6}
696	2.6404244055295862	62	2	HPAI	LPAI	{5, 6}
696	6.488879467599531	2	1	LPAI	LPAI	{4, 5}
696	1.5846026091949739	1	3	HPAI	LPAI	{4, 5, 7}
696	111.34649186729166	2	1	LPAI	LPAI	{5}
696	2.9321007193840956	16	1	HPAI	HPAI	{3, 5, 6, 7}
696	3.274632006477134	1	28	HPAI	LPAI	{4, 6}
696	2.7330779331696817	1	2	LPAI	LPAI	{1, 3, 4}
696	0.903718856153489	35	1	HPAI	LPAI	{1, 4, 6, 7}
697	3.322514785836404	149	32	HPAI	LPAI	{3, 4, 5, 6}
697	3.030465019039525	1	1	HPAI	HPAI	{5, 7}
697	1.563711259139609	1	1	HPAI	LPAI	{4}
697	3.2094699125856323	9	3	HPAI	HPAI	{3, 5, 7}
697	2.7211427259179573	1	2	LPAI	LPAI	{3, 4}
697	3.3083786566253934	25	7	HPAI	LPAI	{4, 6}
697	3.2474527530297337	23	30	HPAI	HPAI	{7}
697	2.721534757309769	5	3	HPAI	LPAI	{6}
697	3.164304067771809	1	7	HPAI	LPAI	{5, 6, 7}
697	2.8690777475120512	1	4	HPAI	HPAI	{5, 6}
697	0.47096612842688046	1	1	HPAI	LPAI	{1}
697	0.5691648677830017	1	8	HPAI	HPAI	{6, 7}
697	1.749012691351993	31	5	HPAI	LPAI	{6}
697	1.8432415004029963	6	1	HPAI	LPAI	{5, 6, 7}
697	2.739333700764689	1	2	HPAI	HPAI	{1, 4}
697	157.89148006990706	3	3	LPAI	LPAI	{1}
697	2.6674072175943593	62	2	HPAI	LPAI	{5, 6}
697	1.527422176416053	1	2	HPAI	LPAI	{4, 5, 7}
697	4.244528951669906	1	1	LPAI	LPAI	{1, 5}
697	2.599422258966115	1	1	HPAI	HPAI	{2, 7}
697	3.347767213827865	53	1	HPAI	LPAI	{4, 5, 6, 7}
697	0.5016676920428154	2	1	HPAI	HPAI	{2, 3, 5, 7}
697	2.9026523683675123	16	1	HPAI	HPAI	{3, 5, 6, 7}
697	1.646042111594852	2	1	HPAI	LPAI	{4, 6}
697	3.1430412074627725	4	15	HPAI	LPAI	{3}
697	2.693213380549821	1	4	HPAI	HPAI	{4, 6}
697	2.417327290525691	1	1	HPAI	HPAI	{3, 6}
697	0.5318729647534042	1	4	HPAI	LPAI	{7}
697	3.2132756743300774	25	2	HPAI	LPAI	{4, 6}
697	0.8025504439937095	8	15	HPAI	HPAI	{1}
697	81.90772015462562	355	3	unknown	LPAI	{4}
697	3.0605422568195877	17	5	HPAI	HPAI	{5, 6}
697	9.629540080546974	3	1	LPAI	LPAI	{5}
697	11.836199652568723	1	2	LPAI	LPAI	{1}
697	3.0821364203619055	1	1	HPAI	LPAI	{4}
697	4.009376551110847	1	1	LPAI	LPAI	{1, 4}
697	7.712782275958261	2	1	LPAI	LPAI	{5}
697	4.990457016703772	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
697	2.829598612772884	1	2	HPAI	HPAI	{3}
697	3.338929617981023	1	208	HPAI	LPAI	{4, 6}
697	3.2701643171387786	127	22	HPAI	LPAI	{5, 6}
697	1.567945077527213	1	3	HPAI	LPAI	{4}
697	205.95306821528618	364	6	unknown	LPAI	{2, 3}
697	1.966860258310703	1	1	LPAI	LPAI	{6}
697	1.0933106596628477	35	1	HPAI	LPAI	{1, 4, 6, 7}
697	2.539675313829889	4	1	HPAI	LPAI	{1}
697	7.203267783629599	2	1	LPAI	LPAI	{4}
698	3.1686610561130806	1	1	HPAI	LPAI	{5, 6, 7}
698	6.9478150710297655	2	1	LPAI	LPAI	{2, 3, 4, 6}
698	8.177413385994441	1	1	LPAI	LPAI	{2, 4}
698	3.2859195410914026	127	22	HPAI	LPAI	{5, 6}
698	3.3227049606024366	149	32	HPAI	LPAI	{3, 4, 5, 6}
698	2.652413546336618	1	3	HPAI	HPAI	{2}
698	4.4982018689773895	1	1	LPAI	LPAI	{3}
698	3.118097194693462	4	7	HPAI	LPAI	{3}
698	2.614517315282626	4	1	HPAI	LPAI	{1}
698	4.806329369697892	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
698	0.6094213536226789	1	5	HPAI	HPAI	{3, 4, 6, 7}
698	152.31654822610827	6	358	LPAI	LPAI	{1}
698	2.4926053503300523	1	1	LPAI	LPAI	{6}
698	2.8862068758375017	16	1	HPAI	HPAI	{3, 5, 6, 7}
698	0.4129788213033976	1	1	HPAI	HPAI	{2, 3, 4, 5}
698	2.7373421439829144	1	2	HPAI	HPAI	{1, 4}
698	1.889896726081929	6	1	HPAI	LPAI	{5, 6, 7}
698	2.6721415868744884	1	2	HPAI	HPAI	{4, 5}
698	0.4707832158906058	1	1	HPAI	LPAI	{1}
698	3.18846284376491	25	2	HPAI	LPAI	{4, 6}
698	2.885066038073319	1	2	HPAI	HPAI	{3}
698	1.7122343705548815	31	6	HPAI	LPAI	{6}
698	3.169663508683925	9	5	HPAI	HPAI	{3, 5, 7}
698	2.6418775374375514	1	2	LPAI	LPAI	{3, 4}
698	1.5812449138626334	1	3	HPAI	LPAI	{4}
698	158.06432034958982	3	3	LPAI	unknown	{2}
698	0.8722983692238131	8	27	HPAI	HPAI	{1}
698	5.381996880360873	1	1	LPAI	LPAI	{1, 6}
698	3.0272815270454885	1	1	HPAI	HPAI	{5, 7}
698	83.9796982883554	355	3	unknown	LPAI	{2}
698	6.752883260383612	2	1	LPAI	LPAI	{4}
698	3.2487733067703175	23	30	HPAI	HPAI	{7}
698	2.6364628503289964	62	2	HPAI	LPAI	{5, 6}
698	3.0480333489363147	1	1	HPAI	LPAI	{4}
698	2.8550417013579477	1	4	HPAI	HPAI	{3, 5, 6}
698	1.1681241592991114	35	1	HPAI	LPAI	{1, 4, 6, 7}
698	3.2612113172061186	53	1	HPAI	LPAI	{4, 5, 6, 7}
698	0.5833216635942335	2	7	HPAI	HPAI	{4}
698	1.526953807175289	1	1	HPAI	LPAI	{4}
698	12.426617088363912	1	2	LPAI	LPAI	{1}
698	1.5203876926621547	1	1	HPAI	LPAI	{4, 5, 7}
698	0.6126800472381433	1	1	HPAI	HPAI	{2, 3, 5}
698	2.423404117092957	1	1	HPAI	HPAI	{3, 6}
698	0.5356436604033092	1	6	HPAI	LPAI	{7}
698	2.6990285917792107	5	4	HPAI	LPAI	{6}
698	3.2602456240220477	1	27	HPAI	LPAI	{4, 6}
698	3.0404716351675347	17	5	HPAI	HPAI	{2, 5, 6}
698	1.6207178786618215	2	1	HPAI	LPAI	{4, 6}
699	2.6162989163407246	62	2	HPAI	LPAI	{5, 6}
699	3.0454285412247373	1	1	HPAI	LPAI	{4}
699	7.377062484291514	1	1	LPAI	LPAI	{2, 4}
699	0.7848428556238787	8	15	HPAI	HPAI	{1}
699	2.6326867665821965	1	1	HPAI	HPAI	{2, 5}
699	1.3305747231692067	35	1	HPAI	LPAI	{1, 4, 6, 7}
699	3.105268814866804	4	14	HPAI	LPAI	{3}
699	2.525798067811934	1	2	LPAI	LPAI	{3, 4}
699	6.629159111890431	2	1	LPAI	LPAI	{4, 7}
699	3.303265534526645	53	1	HPAI	LPAI	{4, 5, 6, 7}
699	279.29666281199263	2	4	LPAI	LPAI	{5}
699	3.0418508776127737	1	1	HPAI	HPAI	{5, 7}
699	0.5169699292298446	2	1	HPAI	HPAI	{2, 3, 5, 6, 7}
699	2.3526084680859185	1	1	HPAI	HPAI	{3, 6}
699	2.832946852771329	5	4	HPAI	LPAI	{6}
699	92.47935123016975	3	355	LPAI	LPAI	{1, 3, 4}
699	1.6779916255254648	1	30	HPAI	LPAI	{6}
699	1.523640303073421	1	1	HPAI	LPAI	{4, 5, 7}
699	0.7110077356516058	2	9	HPAI	HPAI	{2, 4, 5}
699	7.804159626525006	2	1	LPAI	LPAI	{2, 4, 6}
699	4.870611812893799	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
699	45.345959704444795	351	4	HPAI	unknown	{1}
699	0.5264488486358232	1	5	HPAI	LPAI	{7}
699	3.284551534598563	149	32	HPAI	LPAI	{3, 4, 5, 6}
699	2.4377525383461034	4	1	HPAI	HPAI	{1}
699	3.2562926133616656	127	22	HPAI	LPAI	{5, 6}
699	115.7259003726	2	1	LPAI	LPAI	{1}
699	2.2538399463953738	1	1	LPAI	LPAI	{6}
699	6.118354549542005	1	1	LPAI	LPAI	{4}
699	0.6350052916177447	1	1	HPAI	HPAI	{4, 5}
699	232.41390238243827	364	6	unknown	LPAI	{1}
699	2.609524918673287	1	3	HPAI	HPAI	{4, 6}
699	1.5684457884004814	1	1	HPAI	LPAI	{4}
699	1.6344999986293942	2	2	HPAI	LPAI	{4, 6}
699	144.95241930734426	3	3	LPAI	unknown	{3}
699	3.2572943950008266	23	30	HPAI	HPAI	{1, 2, 7}
699	2.832307114567243	1	2	HPAI	HPAI	{3}
699	0.6264285258552036	1	3	HPAI	HPAI	{6, 7}
699	1.6227423347431795	1	3	HPAI	LPAI	{4}
699	3.1050762321710863	1	2	HPAI	LPAI	{5, 6, 7}
699	0.45558497113586327	1	1	HPAI	HPAI	{1}
699	3.1493418985794506	9	3	HPAI	HPAI	{3, 5, 7}
699	3.232208806930089	1	27	HPAI	LPAI	{4, 6}
699	138.0075611002144	1	1	LPAI	LPAI	{5}
699	3.0444101978220033	17	5	HPAI	HPAI	{2, 5, 6}
699	1.9478792143280543	6	1	HPAI	LPAI	{5, 6, 7}
699	2.992195842557635	16	1	HPAI	HPAI	{3, 5, 6, 7}
699	3.1638080654382748	25	2	HPAI	LPAI	{4, 6}
699	2.941930057425793	1	4	HPAI	HPAI	{3, 5, 6}
699	3.2409631816999536	25	3	HPAI	LPAI	{4, 6}
700	0.695619490490003	8	13	HPAI	HPAI	{1, 2}
700	0.593347781373609	2	7	HPAI	HPAI	{4, 6}
700	4.843560896506233	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
700	1.5715778141923238	1	1	HPAI	LPAI	{4}
700	3.1303865480495006	4	14	HPAI	LPAI	{3}
700	0.6735411140537053	1	12	HPAI	LPAI	{6}
700	2.9114051640276557	1	2	HPAI	HPAI	{3}
700	3.161180750968356	9	129	HPAI	HPAI	{3, 5, 7}
700	2.8755699757734874	1	4	HPAI	HPAI	{3, 5, 6}
700	2.645537081660791	62	2	HPAI	LPAI	{5, 6}
700	3.255313257533203	1	1	HPAI	HPAI	{1, 2, 4, 5, 6, 7}
700	0.41771639850662723	1	1	HPAI	HPAI	{1}
700	2.9726961297754997	1	1	HPAI	HPAI	{5, 7}
700	2.6329209459605636	1	1	HPAI	HPAI	{4, 7}
700	0.6010013644465744	1	6	HPAI	HPAI	{4, 5}
700	2.844054115640347	5	4	HPAI	LPAI	{6}
700	30.896011833018974	1	3	LPAI	LPAI	{1, 4}
700	2.653986454584242	1	2	HPAI	HPAI	{1, 4}
700	3.0373923564927736	1	1	HPAI	LPAI	{4}
700	0.5305822801568638	1	3	HPAI	LPAI	{7}
700	2.528163371179062	1	2	LPAI	LPAI	{3, 4}
700	3.2754707220516366	149	32	HPAI	LPAI	{3, 4, 5, 6}
700	1.5896511465093681	2	2	HPAI	LPAI	{4, 6}
700	6.88946023431572	2	1	LPAI	LPAI	{4, 7}
700	5.348251122071247	1	1	LPAI	LPAI	{6}
700	3.0670799267826396	17	1	HPAI	HPAI	{1, 3, 4, 7}
700	2.501945545175431	4	1	HPAI	HPAI	{1}
700	6.663112681435564	1	1	LPAI	LPAI	{1, 6}
700	1.98016690248744	6	1	HPAI	LPAI	{5, 6, 7}
700	1.5249311739991072	1	1	HPAI	LPAI	{4, 5, 7}
700	169.42309228770716	3	3	LPAI	LPAI	{1}
700	7.499819245163167	2	1	LPAI	LPAI	{2, 4, 6}
700	1.656178418230752	1	3	HPAI	LPAI	{4}
700	3.230631818164852	23	30	HPAI	HPAI	{7}
700	2.9254728196672204	16	1	HPAI	HPAI	{3, 5, 6, 7}
700	3.2202067153692724	25	1	HPAI	LPAI	{4, 6}
700	166.3285697300612	1	1	LPAI	unknown	{1}
700	2.0624662431865772	1	1	LPAI	LPAI	{6, 7}
700	2.6188669767608417	1	1	HPAI	HPAI	{2, 7}
700	2.4264394543304206	1	1	HPAI	HPAI	{3, 6}
700	3.250823333832159	144	5	HPAI	LPAI	{5, 6}
700	3.1560864018074426	1	28	HPAI	LPAI	{5, 6, 7}
700	3.247073712050451	25	2	HPAI	LPAI	{4, 6}
700	1.7135366956450753	1	30	HPAI	LPAI	{6}
700	7.637577223505559	1	1	LPAI	LPAI	{2}
701	2.5546229703224412	1	2	LPAI	LPAI	{3, 4}
701	2.6274168479433797	1	1	HPAI	HPAI	{3, 7}
701	3.1378850801422686	9	19	HPAI	HPAI	{1, 3, 5, 7}
701	2.6954557380996107	62	2	HPAI	LPAI	{5, 6}
701	2.6549379016029206	1	3	HPAI	HPAI	{2}
701	3.007936879923477	1	1	HPAI	LPAI	{4}
701	2.529262424907756	4	1	HPAI	LPAI	{1}
701	4.866222493546331	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
701	3.224928204334276	25	1	HPAI	LPAI	{4, 6}
701	7.245817141873431	2	1	LPAI	LPAI	{4, 7}
701	1.5644357579094503	1	1	HPAI	LPAI	{4}
701	3.232690467331338	144	5	HPAI	LPAI	{5, 6}
701	290.0830917015278	4	2	LPAI	LPAI	{7}
701	3.1532147164233493	25	2	HPAI	LPAI	{4, 6}
701	157.1396069445041	1	1	LPAI	LPAI	{1}
701	1.855197328257077	6	1	HPAI	LPAI	{5, 6, 7}
701	238.3833790740609	364	6	unknown	LPAI	{2, 3}
701	3.0746595558048853	1	17	HPAI	LPAI	{5, 6, 7}
701	1.497315526957891	28	2	HPAI	LPAI	{4, 6}
701	2.4833242696649904	1	1	HPAI	HPAI	{3, 6}
701	3.2908678898072594	149	31	HPAI	LPAI	{3, 4, 5, 6}
701	0.43145365493546706	1	1	HPAI	HPAI	{1}
701	2.5012105443533414	5	2	HPAI	HPAI	{1, 2, 3, 4, 5, 7}
701	1.6034584567034926	2	1	HPAI	LPAI	{4, 6}
701	1.613055191130229	1	3	HPAI	LPAI	{4}
701	7.978686512564707	1	1	LPAI	LPAI	{3, 5, 7}
701	3.084872837732007	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
701	2.864900449431957	1	4	HPAI	HPAI	{3, 5, 6}
701	45.01029827525025	351	4	HPAI	LPAI	{1}
701	3.214165313005708	1	1	HPAI	HPAI	{2, 3, 4, 5, 6, 7}
701	2.697936060389793	1	2	HPAI	HPAI	{1, 4}
701	95.78186433238011	355	3	unknown	LPAI	{3, 4, 7}
701	1.533933497573969	1	2	HPAI	LPAI	{4, 5, 7}
701	2.9078666834931823	16	1	HPAI	HPAI	{3, 5, 6, 7}
701	3.2479100742679634	23	30	HPAI	HPAI	{1, 3, 7}
701	3.114225351192715	1	1	HPAI	HPAI	{5, 7}
701	2.0214812924426724	1	1	LPAI	LPAI	{6, 7}
701	2.612583354356275	1	2	HPAI	HPAI	{4, 6}
701	3.088163163902948	4	1	HPAI	LPAI	{3}
701	0.621596604058027	1	8	HPAI	LPAI	{6}
702	3.2021194831149273	144	5	HPAI	LPAI	{5, 6}
702	2.8785817925476636	1	2	HPAI	HPAI	{3}
702	2.5111040812724355	5	2	HPAI	LPAI	{1, 2, 3, 4, 5, 6, 7}
702	7.524154203823912	2	1	LPAI	LPAI	{4, 7}
702	3.005761749304952	1	1	HPAI	LPAI	{4}
702	2.5057832135746025	1	2	LPAI	LPAI	{1, 2, 3, 6, 7}
702	49.20070525507708	4	351	LPAI	LPAI	{1, 2, 7}
702	3.0391004749017156	1	3	HPAI	HPAI	{3, 4}
702	0.7916091883078593	8	12	HPAI	HPAI	{1}
702	1.59279117375155	1	1	HPAI	LPAI	{4}
702	0.544179662845238	2	1	HPAI	HPAI	{2, 3, 7}
702	3.302994197477119	1	27	HPAI	LPAI	{4, 6}
702	217.47622863895765	364	6	unknown	LPAI	{1}
702	145.3031412098721	6	358	LPAI	LPAI	{5}
702	2.4106963054980497	1	1	HPAI	HPAI	{3, 6}
702	3.065215309363907	1	1	HPAI	HPAI	{5, 7}
702	1.5593409496082131	1	1	HPAI	HPAI	{1, 3, 4}
702	0.5513232686712968	1	2	HPAI	LPAI	{7}
702	4.993646556196438	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
702	1.2798929641593872	35	1	HPAI	LPAI	{1, 4, 6, 7}
702	3.096816222159987	1	17	HPAI	LPAI	{5, 6, 7}
702	0.43062500960797934	1	1	HPAI	HPAI	{1}
702	4.484801952048656	1	1	LPAI	LPAI	{4}
702	143.43859212138963	1	1	LPAI	unknown	{1, 4}
702	3.1385954132306324	9	19	HPAI	HPAI	{3, 5, 7}
702	2.677938151277772	62	2	HPAI	LPAI	{5, 6}
702	3.3100072717217586	149	32	HPAI	LPAI	{3, 4, 5, 6}
702	3.1601448609889076	25	2	HPAI	LPAI	{4, 6}
702	2.645390386281008	1	2	HPAI	HPAI	{1, 4}
702	7.345718971559904	2	1	LPAI	LPAI	{2, 4, 6}
702	1.83049070892514	6	1	HPAI	LPAI	{5, 6, 7}
702	1.4612817598883794	28	2	HPAI	LPAI	{4, 6}
702	3.254484166738507	25	7	HPAI	LPAI	{4, 6}
702	3.068678477310698	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
702	2.660906756395093	1	2	HPAI	HPAI	{2}
702	2.624860204298102	1	1	HPAI	HPAI	{4, 6}
702	3.2603438936207567	23	30	HPAI	HPAI	{1, 7}
702	1.5792476704253886	1	3	HPAI	LPAI	{4}
702	1.5583185123769	1	1	HPAI	LPAI	{4, 5, 7}
702	2.9713139536372637	16	1	HPAI	HPAI	{3, 5, 6, 7}
702	14.06375264987679	2	4	LPAI	LPAI	{3, 7}
702	3.0803915747573	1	1	HPAI	HPAI	{3, 4, 5, 7}
702	1.6338835503519817	2	1	HPAI	LPAI	{4, 6}
702	0.5991706798067753	1	3	HPAI	LPAI	{6}
702	302.3648971326705	4	2	LPAI	LPAI	{1, 3}
702	2.711245422031027	4	1	HPAI	HPAI	{1}
702	2.8688270053316955	1	4	HPAI	HPAI	{3, 5, 6}
702	2.41551757460212	1	1	LPAI	LPAI	{7}
