iteration	time	leafsWith	leafsWithout	resultingClade	incomingClade	segments
702	3.335155622109596	53	181	HPAI	LPAI	{4, 5, 6, 7}
702	3.1387748509489484	4	10	HPAI	LPAI	{3}
703	2.174807492456523	1	1	LPAI	LPAI	{7}
703	1.7699549463352469	6	1	HPAI	LPAI	{5, 6, 7}
703	3.2366651163341658	23	1	HPAI	HPAI	{7}
703	3.1247913077357907	4	20	HPAI	LPAI	{3}
703	226.8686714490465	6	364	LPAI	unknown	{2}
703	0.4855430781169048	2	1	HPAI	HPAI	{3, 7}
703	1.5584792424503462	1	1	HPAI	LPAI	{4, 5, 7}
703	2.473128431952773	1	2	LPAI	LPAI	{3, 4}
703	2.714475974888103	62	2	HPAI	LPAI	{5, 6}
703	0.447838936325752	1	1	HPAI	HPAI	{1}
703	13.723092856304447	2	4	LPAI	LPAI	{3, 6}
703	3.155994442969245	1	4	HPAI	LPAI	{5, 6, 7}
703	2.6923831339506137	1	2	HPAI	HPAI	{1, 4}
703	44.674828466059296	351	4	HPAI	LPAI	{3}
703	1.6196586848266747	1	3	HPAI	LPAI	{4}
703	3.1490306963969488	9	3	HPAI	HPAI	{1, 3, 5, 7}
703	2.6501406223980553	1	2	HPAI	HPAI	{2}
703	7.43318308212497	2	1	LPAI	LPAI	{2, 4, 6}
703	0.7295265020487705	8	15	HPAI	HPAI	{1}
703	0.5397680125464603	1	1	HPAI	LPAI	{7}
703	1.5255720441541598	28	2	HPAI	LPAI	{4, 6}
703	2.8795559167194824	16	1	HPAI	HPAI	{3, 5, 6, 7}
703	2.4119328950791328	1	1	HPAI	HPAI	{3, 6}
703	2.9043009328430003	1	2	HPAI	HPAI	{3}
703	3.1599555642020505	1	24	HPAI	HPAI	{5, 7}
703	3.1823875396651147	25	2	HPAI	LPAI	{4, 6}
703	3.2968114772247645	149	31	HPAI	LPAI	{3, 4, 5, 6}
703	3.337102405466453	1	1	HPAI	HPAI	{3, 4, 6}
703	251.72298027103926	4	2	LPAI	unknown	{4, 6, 7}
703	2.8932611981286414	1	4	HPAI	HPAI	{3, 5, 6}
703	3.275660264253929	25	6	HPAI	LPAI	{4, 6}
703	2.421742290675695	5	2	HPAI	HPAI	{1, 2, 3, 4, 5, 6, 7}
703	1.6109581992475341	2	1	HPAI	LPAI	{4, 6}
703	3.2269258634364064	144	5	HPAI	LPAI	{5, 6}
703	93.98915082814528	3	355	LPAI	LPAI	{1}
703	3.3320403748458602	1	207	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
703	0.5814135396115034	1	8	HPAI	LPAI	{6}
703	118.23179402062505	1	2	LPAI	LPAI	{1}
703	3.1509564522399387	1	1	HPAI	HPAI	{1}
703	2.7598599317193475	1	14	HPAI	HPAI	{3, 4, 5, 6}
703	3.138369196291933	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
703	1.5870019833214997	1	1	HPAI	LPAI	{4}
703	3.0446454983706417	1	1	HPAI	LPAI	{4}
703	1.1452928187561042	35	1	HPAI	LPAI	{1, 4, 6, 7}
703	2.9384805328207335	1	1	HPAI	HPAI	{1, 2, 4, 6, 7}
703	5.0776144818438524	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
703	7.3335826994971285	1	2	LPAI	LPAI	{7}
704	3.1645359446434895	9	3	HPAI	HPAI	{1, 3, 5, 7}
704	2.665953682703787	1	2	HPAI	HPAI	{2}
704	4.1733050787354955	1	1	LPAI	LPAI	{4}
704	3.0716868161730986	1	2	HPAI	LPAI	{5, 6, 7}
704	159.37200897237437	3	3	LPAI	unknown	{1}
704	2.691311452770776	1	3	HPAI	HPAI	{4}
704	95.12593647886933	355	3	unknown	LPAI	{5}
704	1.5542990027241217	1	1	HPAI	LPAI	{4}
704	1.1805933072008656	35	1	HPAI	LPAI	{1, 4, 6, 7}
704	0.44434869976618074	1	1	HPAI	HPAI	{1}
704	2.8702473577797036	16	1	HPAI	HPAI	{3, 5, 6, 7}
704	3.0829482170900064	17	5	HPAI	HPAI	{5, 6}
704	1.5396952370646773	28	2	HPAI	LPAI	{4, 6}
704	3.25550682179113	149	2	HPAI	LPAI	{3, 4, 5, 6}
704	6.9143398368974545	2	1	LPAI	LPAI	{4, 7}
704	0.5979994014591625	1	4	HPAI	LPAI	{7}
704	13.132131505358359	1	2	LPAI	LPAI	{1}
704	3.2752876451027646	25	2	HPAI	LPAI	{4, 6}
704	1.632650642857584	2	1	HPAI	LPAI	{4, 6}
704	2.9676642302526943	1	4	HPAI	HPAI	{3, 5, 6}
704	3.305642390913988	23	30	HPAI	HPAI	{3, 7}
704	2.9347585928210265	1	2	HPAI	HPAI	{3}
704	1.7938700132615395	6	1	HPAI	LPAI	{5, 6, 7}
704	3.149025523975297	1	17	HPAI	HPAI	{5, 7}
704	2.7287414284634224	1	2	HPAI	HPAI	{1, 4}
704	2.5209631634147627	5	2	HPAI	HPAI	{1, 2, 3, 4, 5, 6, 7}
704	8.23699447566986	1	1	LPAI	LPAI	{3, 5, 7}
704	3.248770606876235	1	1	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
704	3.3716178329690933	2	208	HPAI	LPAI	{4, 6}
704	0.7703319503555122	8	27	HPAI	HPAI	{1, 2}
704	5.142982092535988	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
704	3.3481975031080538	1	2	HPAI	HPAI	{2, 3, 4, 5, 6, 7}
704	3.014776232174313	1	1	HPAI	LPAI	{4}
704	2.4244701367012453	1	2	LPAI	LPAI	{3, 4}
704	2.4741501219973543	1	1	HPAI	HPAI	{3, 6}
704	304.43481890829537	4	2	LPAI	unknown	{5}
704	2.605773617480736	62	2	HPAI	LPAI	{5, 6}
704	1.5105118473790071	1	2	HPAI	LPAI	{4, 5, 7}
704	0.5467491649418434	2	1	HPAI	HPAI	{7}
704	1.6279795965151038	1	3	HPAI	LPAI	{4}
704	3.150011550883164	25	2	HPAI	LPAI	{4, 6}
704	3.2202240523465093	127	22	HPAI	LPAI	{5, 6}
704	3.117663326122795	4	13	HPAI	LPAI	{3}
705	3.1914351828862664	25	2	HPAI	LPAI	{4, 6}
705	1.658248136492091	2	2	HPAI	LPAI	{4, 6}
705	3.200186471936547	1	1	HPAI	HPAI	{2, 3, 4, 6, 7}
705	3.998566687895959	1	1	LPAI	LPAI	{5}
705	3.0587087429254325	1	1	HPAI	LPAI	{4}
705	3.3078700398701244	149	32	HPAI	LPAI	{3, 4, 5, 6}
705	1.6346302097917373	30	1	HPAI	LPAI	{6}
705	3.062996637273727	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
705	3.059750794999843	1	4	HPAI	HPAI	{5, 7}
705	2.428560687929746	5	2	HPAI	HPAI	{1, 2, 3, 4, 5, 6, 7}
705	12.796512952705484	2	4	LPAI	LPAI	{1}
705	2.9025842030144986	16	1	HPAI	HPAI	{3, 5, 6, 7}
705	160.3865591912455	6	358	LPAI	LPAI	{1}
705	1.569672235356677	1	3	HPAI	LPAI	{4}
705	6.658118174491847	2	1	LPAI	LPAI	{4, 7}
705	0.415221271368182	1	1	HPAI	HPAI	{1}
705	8.91910056925957	1	1	LPAI	LPAI	{3, 5, 7}
705	2.464146460055133	1	2	LPAI	LPAI	{3, 4}
705	4.306966841988185	1	1	LPAI	LPAI	{2, 6}
705	3.119394219171852	1	17	HPAI	LPAI	{5, 6, 7}
705	2.6737727636438535	1	5	HPAI	HPAI	{4, 6}
705	187.58264958193269	1	1	LPAI	LPAI	{4}
705	3.395430105847538	53	4	HPAI	LPAI	{4, 5, 6, 7}
705	2.624167044583885	1	1	HPAI	HPAI	{1, 2, 6, 7}
705	0.6814999797731502	8	12	HPAI	HPAI	{1}
705	3.193244690981885	9	110	HPAI	HPAI	{1, 3, 5, 7}
705	3.312335248655529	23	30	HPAI	HPAI	{1, 2, 7}
705	2.3426705065429587	1	1	LPAI	LPAI	{3, 4}
705	1.0448893808737694	35	1	HPAI	LPAI	{1, 4, 6, 7}
705	2.8741390345383593	1	4	HPAI	HPAI	{3, 5, 6}
705	29.72654657851757	3	1	LPAI	LPAI	{3}
705	2.6132804954004882	1	2	HPAI	HPAI	{1, 4}
705	158.4992659785539	3	3	LPAI	LPAI	{1, 2}
705	5.169649262515577	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
705	1.5873005130495699	1	1	HPAI	LPAI	{4, 5, 7}
705	3.1721201587125165	4	21	HPAI	LPAI	{3}
705	0.5824516627137086	1	4	HPAI	LPAI	{7}
705	2.014843216657482	6	1	HPAI	LPAI	{5, 6, 7}
705	3.3255278536132096	2	208	HPAI	LPAI	{4, 6}
705	0.5436850427029185	1	3	HPAI	LPAI	{6}
705	2.8637203987022986	1	2	HPAI	HPAI	{3}
705	1.5512792036192877	28	2	HPAI	LPAI	{4, 6}
705	2.3806446728514743	1	1	HPAI	HPAI	{3, 6}
705	3.208181172616264	144	5	HPAI	LPAI	{5, 6}
705	0.4268675368549566	2	1	HPAI	HPAI	{3, 7}
705	3.2610810026804984	25	7	HPAI	LPAI	{4, 6}
705	1.7639147055101034	31	11	HPAI	LPAI	{6}
705	2.6947561638842217	62	2	HPAI	LPAI	{5, 6}
706	3.107234295984256	17	5	HPAI	HPAI	{5, 6}
706	3.261746482334104	25	156	HPAI	LPAI	{4, 6}
706	12.76914817787167	2	4	LPAI	LPAI	{1}
706	3.051559442708765	1	1	HPAI	HPAI	{5, 7}
706	3.3473214579314003	1	209	HPAI	LPAI	{4, 6}
706	1.5664162039473126	1	1	HPAI	LPAI	{4, 5, 7}
706	1.5469509565070325	28	2	HPAI	LPAI	{4, 6}
706	3.121933079407256	4	2	HPAI	LPAI	{3}
706	5.309011560295517	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
706	3.1855467343683586	9	113	HPAI	HPAI	{3, 5, 7}
706	2.8826638229294304	16	1	HPAI	HPAI	{3, 5, 6, 7}
706	87.60122427282971	3	355	LPAI	LPAI	{1}
706	1.6170886436974001	30	1	HPAI	LPAI	{6}
706	0.5472999463474366	1	3	HPAI	LPAI	{6}
706	109.71506236223235	2	1	LPAI	LPAI	{1}
706	2.6991230362111196	1	2	HPAI	HPAI	{1, 4}
706	1.8362612865801111	6	1	HPAI	LPAI	{5, 6, 7}
706	1.5978456555406524	1	3	HPAI	LPAI	{4}
706	8.027376777776908	1	1	LPAI	LPAI	{3, 5, 7}
706	3.238795985701927	149	1	HPAI	LPAI	{3, 4, 5, 6}
706	32.221904125569495	1	3	LPAI	LPAI	{1, 2, 3, 7}
706	0.4860371345884005	1	1	HPAI	HPAI	{2, 3, 5}
706	3.389718848292432	53	12	HPAI	LPAI	{4, 5, 6, 7}
706	0.5887877196219051	1	4	HPAI	LPAI	{7}
706	2.6864106644025014	62	2	HPAI	LPAI	{5, 6}
706	3.166469871564402	25	2	HPAI	LPAI	{4, 6}
706	2.884047791518185	1	2	HPAI	HPAI	{3}
706	3.013379184508892	1	3	HPAI	HPAI	{1, 2, 4, 6, 7}
706	2.5967565294698716	1	1	HPAI	HPAI	{3, 4, 6}
706	3.1677618220501813	1	16	HPAI	HPAI	{1, 2}
706	2.4332110936965705	5	2	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
706	3.3245333699586013	23	30	HPAI	HPAI	{7}
706	9.401151197955585	1	1	LPAI	LPAI	{1, 4}
706	7.202592749629673	2	1	LPAI	LPAI	{4}
706	0.4556952126591227	1	1	HPAI	LPAI	{1}
706	140.4454438534602	3	3	LPAI	unknown	{6}
706	0.4926088152845409	2	1	HPAI	HPAI	{7}
706	2.383005908328812	1	1	HPAI	HPAI	{3, 6}
706	3.1195241415433657	1	17	HPAI	LPAI	{5, 6, 7}
706	2.9792876182774535	1	1	HPAI	LPAI	{4}
706	1.7388652653120857	31	1	HPAI	LPAI	{6}
706	2.3876212954956486	1	1	LPAI	LPAI	{3, 4}
706	1.6664932551636298	1	1	HPAI	LPAI	{4}
706	1.67097454523946	2	2	HPAI	LPAI	{4, 6}
706	140.29115449222348	6	358	LPAI	unknown	{1}
706	4.7671168759968054	1	1	LPAI	LPAI	{7}
706	3.211608003319327	127	22	HPAI	LPAI	{5, 6}
706	0.7210725498090937	8	12	HPAI	HPAI	{1}
706	2.996481910780176	1	4	HPAI	HPAI	{5, 6}
706	9.405120857189615	2	2	LPAI	LPAI	{5}
706	2.697734551343217	1	2	HPAI	HPAI	{2}
707	4.791352626034097	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
707	3.05721454275465	1	2	HPAI	LPAI	{5, 6, 7}
707	1.7050911395765525	31	1	HPAI	LPAI	{6}
707	2.3862520970885726	1	1	HPAI	HPAI	{3, 6}
707	3.0803738005960213	4	3	HPAI	LPAI	{3}
707	8.21262065126075	2	1	LPAI	LPAI	{4}
707	150.91995996310084	3	3	LPAI	unknown	{4, 6}
707	3.1193522486467486	1	1	HPAI	HPAI	{2}
707	0.6986732548171517	8	1	HPAI	HPAI	{1}
707	3.375566585745787	53	216	HPAI	LPAI	{4, 5, 6, 7}
707	8.18473103591981	2	1	LPAI	LPAI	{3, 4, 7}
707	3.1775601383704384	25	2	HPAI	LPAI	{4, 6}
707	2.957965409672056	1	2	HPAI	HPAI	{3}
707	30.39763929925607	1	3	LPAI	LPAI	{1, 7}
707	0.43794618009081887	2	1	HPAI	HPAI	{2, 3, 7}
707	3.301492218402416	23	30	HPAI	HPAI	{1, 7}
707	2.528846609445395	3	1	HPAI	HPAI	{1, 2, 3}
707	3.904046711266176	1	1	LPAI	LPAI	{2, 5}
707	4.2566841426729525	1	1	LPAI	LPAI	{2, 6, 7}
707	199.90679636801778	6	364	LPAI	unknown	{2}
707	7.6313522522184485	1	1	LPAI	LPAI	{3, 5, 7}
707	0.5323819570268142	1	1	HPAI	HPAI	{2, 5}
707	3.358112094247474	1	209	HPAI	LPAI	{4, 6}
707	1.6141037672983884	1	1	HPAI	LPAI	{4}
707	0.4115088286035302	1	1	HPAI	HPAI	{1}
707	1.105685107658985	35	1	HPAI	LPAI	{1, 4, 6, 7}
707	2.6316589322315167	62	2	HPAI	LPAI	{5, 6}
707	3.5945119258877867	21	280	HPAI	HPAI	{1, 2, 3, 4, 6}
707	2.9475054736759034	1	4	HPAI	HPAI	{5, 6}
707	2.686500459559227	1	4	HPAI	HPAI	{4}
707	265.140175264286	4	2	LPAI	unknown	{1}
707	2.3910668494457923	1	1	LPAI	LPAI	{3, 4}
707	1.575425315029861	1	3	HPAI	LPAI	{4}
707	3.307286009816437	1	1	HPAI	HPAI	{2, 4, 6, 7}
707	0.29498459953924794	1	1	HPAI	HPAI	{3}
707	3.1602321235100703	9	3	HPAI	HPAI	{3, 5, 7}
707	3.0734365739845657	1	1	HPAI	LPAI	{4}
707	2.5166764047069705	5	2	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
707	1.751832427115687	6	1	HPAI	LPAI	{5, 6, 7}
707	2.8125333691612013	16	1	HPAI	HPAI	{3, 5, 6, 7}
707	0.5158341516972769	1	3	HPAI	LPAI	{6}
707	2.62967938168282	1	2	HPAI	HPAI	{1, 4}
707	1.6118645854618308	30	1	HPAI	LPAI	{6}
707	2.665570895335293	1	1	HPAI	HPAI	{2}
707	3.1568756190566774	3	1	LPAI	HPAI	{3, 7}
707	1.525345580327894	28	2	HPAI	LPAI	{4, 6}
707	0.5005281124311978	1	1	HPAI	LPAI	{7}
707	3.094913612399637	17	1	HPAI	HPAI	{1, 3, 4, 7}
707	3.216674917551188	144	5	HPAI	LPAI	{5, 6}
707	1.4615952004708674	1	1	HPAI	LPAI	{4, 5, 7}
707	1.6106072748725637	2	1	HPAI	LPAI	{4, 6}
708	3.2982886283660946	25	7	HPAI	LPAI	{4, 6}
708	149.47602361253405	1	1	LPAI	unknown	{1}
708	0.5450257610195877	1	3	HPAI	LPAI	{6}
708	44.08259818068484	4	351	LPAI	LPAI	{2}
708	7.427743702211842	1	1	LPAI	LPAI	{3, 5, 7}
708	0.7530847136281409	8	15	HPAI	HPAI	{1, 2}
708	3.261950741972555	1	27	HPAI	LPAI	{4, 6}
708	2.4869236240698456	1	1	LPAI	LPAI	{3, 4}
708	5.125743069612895	1	1	LPAI	LPAI	{1, 6, 7}
708	1.602518469337383	1	1	HPAI	LPAI	{4}
708	3.4982873975228586	1	1	HPAI	HPAI	{1, 4, 6, 7}
708	1.531698348688792	28	2	HPAI	LPAI	{4, 6}
708	2.872705978380395	16	1	HPAI	HPAI	{3, 5, 6, 7}
708	1.617851975953613	30	1	HPAI	LPAI	{6}
708	3.1180355290766784	1	17	HPAI	LPAI	{5, 6, 7}
708	0.504136091915143	2	1	HPAI	HPAI	{3, 7}
708	115.46277421332718	1	2	LPAI	LPAI	{1}
708	4.547490721585291	1	1	LPAI	LPAI	{2, 6}
708	2.893431832725696	3	1	LPAI	LPAI	{1, 2, 3, 4, 6, 7}
708	2.6599859969666113	62	2	HPAI	LPAI	{5, 6}
708	3.1146088374384817	3	1	HPAI	HPAI	{2, 3, 5, 7}
708	2.4211915802763997	1	1	HPAI	HPAI	{3, 6}
708	0.37884331873942756	1	1	HPAI	HPAI	{1}
708	3.1172919865254016	17	5	HPAI	HPAI	{2, 5, 6}
708	13.620456031119375	2	4	LPAI	LPAI	{1}
708	2.729756138518269	1	2	HPAI	HPAI	{1, 4}
708	3.216030450373637	25	2	HPAI	LPAI	{4, 6}
708	3.3296717426636633	53	1	HPAI	LPAI	{4, 5, 6, 7}
708	3.2023962009933484	9	4	HPAI	HPAI	{3, 5, 7}
708	2.036651231626479	6	1	HPAI	LPAI	{5, 6, 7}
708	5.048972247275287	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
708	1.6234876719864815	2	2	HPAI	LPAI	{4, 6}
708	0.5914515328669268	1	6	HPAI	HPAI	{2, 4, 5}
708	1.6819466670581278	31	1	HPAI	LPAI	{6}
708	3.274991731415298	127	22	HPAI	LPAI	{5, 6}
708	1.4287852212615917	1	2	HPAI	LPAI	{4, 5, 7}
708	7.8265838455374706	2	1	LPAI	LPAI	{1, 5}
708	226.94528818930075	364	6	unknown	LPAI	{2}
708	2.7478802895558374	5	4	HPAI	LPAI	{6}
708	2.6669126338881597	1	1	HPAI	HPAI	{4}
708	2.681522992718101	1	2	HPAI	HPAI	{2}
708	3.0028631959222594	1	1	HPAI	LPAI	{4}
708	1.5796052112170855	1	3	HPAI	LPAI	{4}
708	3.315442294163063	149	32	HPAI	LPAI	{3, 4, 5, 6}
708	0.5742557344677834	1	4	HPAI	LPAI	{7}
708	2.9192802850180897	1	4	HPAI	HPAI	{3, 5, 6}
708	3.3196092175199965	23	30	HPAI	HPAI	{1, 3, 7}
708	6.191500239131415	1	1	LPAI	LPAI	{4}
708	2.8940005166183482	1	2	HPAI	HPAI	{3}
709	3.23102055423891	144	5	HPAI	LPAI	{5, 6}
709	3.393592314052512	1	1	HPAI	HPAI	{1, 4, 6, 7}
709	4.96456812164439	1	1	LPAI	LPAI	{5, 7}
709	1.7749674950192684	31	1	HPAI	LPAI	{6}
709	3.1232065348152105	1	1	HPAI	LPAI	{3}
709	4.42085003380862	1	1	LPAI	LPAI	{5, 6}
709	7.939543427714625	2	1	LPAI	LPAI	{1, 5}
709	1.6057225141152003	1	3	HPAI	LPAI	{4}
709	3.13986866462767	17	1	HPAI	LPAI	{5, 6, 7}
709	1.4457339586287503	28	2	HPAI	LPAI	{4, 6}
709	4.84816182182584	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
709	2.324602463706526	1	1	LPAI	LPAI	{3, 4}
709	3.580233226249561	1	1	LPAI	LPAI	{1}
709	0.5441062018728644	1	5	HPAI	HPAI	{3, 5, 7}
709	3.1824296552130136	25	2	HPAI	LPAI	{4, 6}
709	0.39933626522326904	1	1	HPAI	HPAI	{1}
709	0.559845877069904	1	8	HPAI	LPAI	{6}
709	2.1200407727167203	1	36	HPAI	HPAI	{1, 3}
709	3.333424139790907	1	208	HPAI	LPAI	{4, 6}
709	1.9220599600771493	6	1	HPAI	LPAI	{5, 6, 7}
709	1.4890950532563352	1	2	HPAI	LPAI	{4, 5, 7}
709	1.5942388445333222	1	1	HPAI	LPAI	{4}
709	3.336602600806714	23	30	HPAI	HPAI	{3, 7}
709	0.44623228820472605	2	1	HPAI	HPAI	{3, 7}
709	1.6625274216308412	30	1	HPAI	LPAI	{6}
709	2.8791055947131667	1	2	HPAI	HPAI	{3}
709	0.7784955601808861	8	12	HPAI	HPAI	{1}
709	2.9244737855893277	1	4	HPAI	HPAI	{3, 5, 6}
709	3.090942585709115	3	1	HPAI	HPAI	{1, 3, 5}
709	2.92718183443867	16	1	HPAI	HPAI	{1, 2, 4}
709	2.4403853768114914	1	1	HPAI	HPAI	{3, 6}
709	2.6912510705985255	1	1	HPAI	HPAI	{4}
709	2.629335150344673	1	1	HPAI	HPAI	{2}
709	0.6257046973904608	1	1	HPAI	HPAI	{3, 4, 5}
709	2.6395701194049934	62	2	HPAI	LPAI	{5, 6}
709	3.141129960102944	9	2	HPAI	HPAI	{1, 3, 5, 7}
709	3.4011961827981168	3	1	LPAI	LPAI	{1, 4, 6, 7}
709	2.761883578419827	5	4	HPAI	LPAI	{6}
709	128.26376241701138	2	1	LPAI	unknown	{3, 6}
709	282.0019458066167	2	4	LPAI	LPAI	{2, 4}
709	156.13782614759714	358	6	unknown	LPAI	{1}
709	3.087991879639958	17	1	HPAI	HPAI	{1, 2, 3, 4, 7}
709	8.394829336977011	1	1	LPAI	LPAI	{3, 5, 7}
709	1.6029827739474172	2	1	HPAI	LPAI	{4, 6}
709	8.831405705595728	2	1	LPAI	LPAI	{3}
709	33.63798778264538	1	3	LPAI	LPAI	{1}
709	3.3870466765803826	53	218	HPAI	LPAI	{4, 5, 6, 7}
709	2.9839005192909553	1	1	HPAI	LPAI	{4}
709	2.726023411647475	1	2	HPAI	HPAI	{1, 4}
710	2.4609259195483446	1	1	LPAI	LPAI	{3, 4}
710	1.5575357179633897	1	1	HPAI	LPAI	{4}
710	1.675785402251222	1	1	HPAI	LPAI	{4, 6}
710	9.548389917808322	2	1	LPAI	LPAI	{2, 4, 5}
710	3.2528025059244783	24	6	HPAI	LPAI	{4, 6}
710	3.1467923660076167	9	19	HPAI	HPAI	{3, 5, 7}
710	5.375428879975971	346	5	HPAI	LPAI	{1, 3, 4, 5, 6, 7}
710	3.486939821851365	1	1	HPAI	HPAI	{2, 4}
710	0.5862960630322505	1	8	HPAI	LPAI	{6}
710	2.944629482156415	16	1	HPAI	HPAI	{3, 5, 6, 7}
710	2.9348676847083652	1	4	HPAI	HPAI	{3, 5, 6}
710	3.096158570211003	1	2	HPAI	LPAI	{5, 6, 7}
710	2.7214886774794422	1	2	HPAI	HPAI	{4}
710	95.78959783446692	355	3	unknown	LPAI	{7}
710	12.556628688502315	1	2	LPAI	LPAI	{1}
710	3.3434770353313183	1	209	HPAI	LPAI	{4, 6}
710	3.05098883881368	3	1	HPAI	HPAI	{2, 3, 5}
710	5.2376750439474336	1	1	LPAI	LPAI	{3, 5}
710	1.6057313725293625	1	3	HPAI	LPAI	{4}
710	2.6576403049513146	1	1	HPAI	HPAI	{2, 4, 5}
710	2.546158707344034	1	2	HPAI	HPAI	{1, 4}
710	7.946774660979656	2	1	LPAI	LPAI	{1}
710	6.342991859568542	1	1	LPAI	LPAI	{4}
710	3.177031657295913	25	2	HPAI	LPAI	{4, 6}
710	322.2344543332564	2	4	LPAI	unknown	{1, 5}
710	1.7096879056136913	30	1	HPAI	LPAI	{6}
710	1.5870222581659164	28	2	HPAI	LPAI	{4, 6}
710	8.318587399249168	1	1	LPAI	LPAI	{3, 5, 7}
710	13.128734227813197	2	4	LPAI	LPAI	{1}
710	1.4647988735655986	1	1	HPAI	LPAI	{4, 5, 7}
710	0.36278135370025666	1	1	HPAI	HPAI	{1, 4}
710	1.6979615110851114	1	2	HPAI	HPAI	{2, 3, 4, 6}
710	3.2408131646099605	144	5	HPAI	LPAI	{5, 6}
710	1.9399779783584563	6	1	HPAI	LPAI	{5, 6, 7}
710	0.7927965907615544	8	15	HPAI	HPAI	{1, 2}
710	2.7689181535452576	5	3	HPAI	LPAI	{6}
710	149.4392201926391	6	358	LPAI	LPAI	{5}
710	2.4188846274440152	1	1	HPAI	HPAI	{3, 6}
710	45.67075551299496	351	4	HPAI	LPAI	{1}
710	1.7743711573274368	31	11	HPAI	LPAI	{6}
710	154.17810179109057	3	3	LPAI	LPAI	{1}
710	3.0108199178540076	1	1	HPAI	LPAI	{4}
710	0.5634859401828862	1	1	HPAI	LPAI	{7}
710	3.099817120164971	17	1	HPAI	HPAI	{1, 3, 4, 7}
710	3.3880432776809357	53	1	HPAI	LPAI	{4, 5, 6, 7}
710	10.767205451196844	1	3	LPAI	LPAI	{4, 5, 6}
710	2.8656458911939353	1	1	HPAI	HPAI	{3}
710	0.4854349641167346	2	1	HPAI	HPAI	{7}
710	3.334893250848779	23	30	HPAI	HPAI	{2, 3, 7}
710	3.261178927623291	149	30	HPAI	LPAI	{3, 4, 5, 6}
710	2.655747682499907	62	2	HPAI	LPAI	{5, 6}
710	3.207960643923741	1	27	HPAI	HPAI	{2, 3, 4, 6}
711	1.6871892768825205	30	1	HPAI	LPAI	{6}
711	1.5948336808294812	28	2	HPAI	LPAI	{4, 6}
711	3.27959360204693	149	30	HPAI	LPAI	{3, 4, 5, 6}
711	3.07103662551134	17	5	HPAI	HPAI	{2, 5, 6}
711	3.2384439201539976	127	22	HPAI	LPAI	{5, 6}
711	3.2166970265286636	1	1	HPAI	HPAI	{1, 2, 3, 4, 6}
711	1.7299246579305532	31	11	HPAI	LPAI	{6}
711	1.4780831279907147	1	3	HPAI	LPAI	{4, 5, 7}
711	3.0617545832702717	3	1	HPAI	HPAI	{1, 3, 5}
711	151.31960354392874	358	6	unknown	LPAI	{1}
711	3.2867205572089233	3	1	LPAI	LPAI	{1, 3, 4, 6, 7}
711	2.884899478310558	1	2	HPAI	HPAI	{3}
711	170.29898801841847	3	3	LPAI	unknown	{1}
711	0.49305316142795164	2	1	HPAI	HPAI	{2, 7}
711	2.296365726525096	1	1	LPAI	LPAI	{3, 4}
711	2.855010267293437	16	1	HPAI	HPAI	{3, 5, 6, 7}
711	2.034690947173658	6	1	HPAI	LPAI	{5, 6, 7}
711	1.6206762231971652	1	3	HPAI	LPAI	{4}
711	3.0281835749413517	1	1	HPAI	LPAI	{4}
711	3.1017656561243143	1	1	HPAI	LPAI	{3}
711	4.555339034535336	1	1	LPAI	LPAI	{5}
711	6.128076431550653	1	1	LPAI	LPAI	{1, 4}
711	2.626129609089787	62	2	HPAI	LPAI	{5, 6}
711	2.9072373607758664	1	4	HPAI	HPAI	{3, 5, 6}
711	5.0873812971624375	346	5	HPAI	HPAI	{1, 3, 4, 5, 6, 7}
711	1.5823771575898036	1	1	HPAI	HPAI	{2, 3, 4, 5, 6}
711	335.9387773670277	4	2	LPAI	LPAI	{1}
711	8.4088028164619	1	1	LPAI	LPAI	{3, 5, 7}
711	1.4738172115960992	1	1	HPAI	LPAI	{4}
711	2.652286676096992	1	2	HPAI	HPAI	{2}
711	3.294355682790126	23	30	HPAI	HPAI	{3, 7}
711	93.80060976890303	3	355	LPAI	LPAI	{3}
711	2.7013491701803787	5	4	HPAI	LPAI	{6}
711	3.3569319369356094	1	1	HPAI	HPAI	{1, 2, 5, 7}
711	3.2444906230307424	2	27	HPAI	LPAI	{4, 6}
711	0.380561441086229	1	1	HPAI	HPAI	{1}
711	0.546249348987601	1	4	HPAI	LPAI	{7}
711	3.226896385451596	24	1	HPAI	LPAI	{4, 6}
711	3.416785787232527	53	1	HPAI	LPAI	{4, 5, 6, 7}
711	7.667711487094721	2	1	LPAI	LPAI	{1, 5}
711	3.342790430521177	1	1	HPAI	HPAI	{1, 4, 5, 6, 7}
