taxonomic_genus_species	Habitat	Migration	Trophic.Level	Trophic.Niche	Primary.Lifestyle
Ploceus weynsi	Forest	2	Omnivore	Omnivore	Insessorial
Ploceus xanthops	Shrubland	1	Herbivore	Omnivore	Insessorial
Ploceus xanthopterus	Wetland	1	Herbivore	Omnivore	Insessorial
Quelea cardinalis	Grassland	2	Herbivore	Granivore	Terrestrial
Quelea erythrops	Grassland	2	Herbivore	Granivore	Terrestrial
Quelea quelea	Grassland	2	Herbivore	Granivore	Generalist
Microbates cinereiventris	Forest	1	Carnivore	Invertivore	Generalist
Microbates collaris	Forest	1	Carnivore	Invertivore	Generalist
Polioptila albiloris	Woodland	1	Carnivore	Invertivore	Insessorial
Polioptila caerulea	Woodland	3	Carnivore	Invertivore	Insessorial
Polioptila californica	Shrubland	1	Carnivore	Invertivore	Insessorial
Polioptila clementsi	Forest	1	Carnivore	Invertivore	Insessorial
Polioptila dumicola	Woodland	1	Carnivore	Invertivore	Insessorial
Polioptila guianensis	Forest	1	Carnivore	Invertivore	Insessorial
Polioptila lactea	Forest	1	Carnivore	Invertivore	Insessorial
Polioptila lembeyei	Shrubland	1	Carnivore	Invertivore	Insessorial
Polioptila melanura	Shrubland	1	Carnivore	Invertivore	Insessorial
Polioptila nigriceps	Shrubland	1	Carnivore	Invertivore	Insessorial
Polioptila plumbea	Shrubland	1	Carnivore	Invertivore	Insessorial
Polioptila schistaceigula	Forest	1	Carnivore	Invertivore	Insessorial
Ramphocaenus melanurus	Forest	1	Carnivore	Invertivore	Insessorial
Pomatostomus halli	Shrubland	1	Carnivore	Invertivore	Generalist
Pomatostomus isidorei	Forest	1	Carnivore	Invertivore	Generalist
Pomatostomus ruficeps	Shrubland	2	Carnivore	Invertivore	Generalist
Pomatostomus superciliosus	Forest	1	Carnivore	Invertivore	Generalist
Pomatostomus temporalis	Woodland	1	Carnivore	Invertivore	Generalist
Promerops cafer	Shrubland	2	Omnivore	Nectarivore	Insessorial
Promerops gurneyi	Shrubland	2	Omnivore	Nectarivore	Insessorial
Prunella atrogularis	Shrubland	3	Carnivore	Invertivore	Terrestrial
Prunella collaris	Grassland	2	Carnivore	Invertivore	Terrestrial
Prunella fagani	Rock	2	Omnivore	Omnivore	Terrestrial
Prunella fulvescens	Shrubland	2	Omnivore	Invertivore	Terrestrial
Prunella himalayana	Grassland	2	Omnivore	Invertivore	Terrestrial
Prunella immaculata	Forest	2	Omnivore	Omnivore	Terrestrial
Prunella koslowi	Shrubland	2	Omnivore	Invertivore	Terrestrial
Prunella modularis	Forest	1	Omnivore	Invertivore	Terrestrial
Prunella montanella	Forest	3	Carnivore	Invertivore	Terrestrial
Prunella ocularis	Rock	2	Omnivore	Omnivore	Terrestrial
Prunella rubeculoides	Shrubland	2	Omnivore	Omnivore	Terrestrial
Prunella rubida	Shrubland	2	Carnivore	Invertivore	Terrestrial
Prunella strophiata	Forest	2	Omnivore	Invertivore	Terrestrial
Ailuroedus buccoides	Forest	1	Omnivore	Omnivore	Insessorial
Ailuroedus crassirostris	Forest	1	Herbivore	Omnivore	Insessorial
Ailuroedus melanotis	Forest	1	Herbivore	Frugivore	Insessorial
Amblyornis flavifrons	Forest	1	Herbivore	Frugivore	Insessorial
Amblyornis inornata	Forest	1	Omnivore	Frugivore	Insessorial
Amblyornis macgregoriae	Forest	1	Herbivore	Frugivore	Insessorial
Amblyornis subalaris	Forest	1	Omnivore	Frugivore	Insessorial
Archboldia papuensis	Forest	2	Omnivore	Omnivore	Insessorial
Chlamydera cerviniventris	Shrubland	1	Omnivore	Omnivore	Insessorial
Chlamydera guttata	Shrubland	1	Herbivore	Omnivore	Insessorial
Chlamydera lauterbachi	Shrubland	1	Omnivore	Omnivore	Insessorial
Chlamydera maculata	Shrubland	1	Herbivore	Omnivore	Insessorial
Chlamydera nuchalis	Shrubland	1	Herbivore	Omnivore	Insessorial
Prionodura newtoniana	Forest	1	Herbivore	Frugivore	Insessorial
Ptilonorhynchus violaceus	Forest	1	Omnivore	Omnivore	Insessorial
Scenopoeetes dentirostris	Forest	1	Herbivore	Frugivore	Insessorial
Sericulus aureus	Forest	1	Omnivore	Frugivore	Insessorial
Sericulus bakeri	Forest	1	Omnivore	Frugivore	Insessorial
Sericulus chrysocephalus	Forest	1	Herbivore	Frugivore	Insessorial
Alophoixus affinis	Forest	1	Omnivore	Frugivore	Insessorial
Alophoixus bres	Forest	1	Omnivore	Omnivore	Insessorial
Alophoixus finschii	Forest	1	Omnivore	Omnivore	Insessorial
Alophoixus flaveolus	Forest	1	Herbivore	Frugivore	Insessorial
Alophoixus ochraceus	Forest	1	Herbivore	Frugivore	Insessorial
Alophoixus pallidus	Forest	1	Herbivore	Frugivore	Insessorial
Alophoixus phaeocephalus	Forest	1	Omnivore	Omnivore	Insessorial
Andropadus ansorgei	Forest	1	Herbivore	Frugivore	Insessorial
Andropadus curvirostris	Forest	1	Herbivore	Omnivore	Insessorial
Andropadus gracilirostris	Forest	1	Herbivore	Frugivore	Insessorial
Andropadus gracilis	Forest	1	Herbivore	Omnivore	Insessorial
Andropadus importunus	Shrubland	1	Herbivore	Frugivore	Insessorial
Andropadus latirostris	Forest	1	Omnivore	Frugivore	Insessorial
Andropadus masukuensis	Forest	1	Omnivore	Invertivore	Insessorial
Andropadus milanjensis	Forest	1	Omnivore	Omnivore	Insessorial
Andropadus montanus	Forest	1	Herbivore	Frugivore	Insessorial
Andropadus nigriceps	Forest	1	Herbivore	Frugivore	Insessorial
Andropadus tephrolaemus	Forest	1	Herbivore	Frugivore	Insessorial
Andropadus virens	Forest	1	Herbivore	Frugivore	Insessorial
Baeopogon clamans	Forest	1	Herbivore	Frugivore	Insessorial
Baeopogon indicator	Forest	1	Herbivore	Frugivore	Insessorial
Bleda canicapillus	Forest	1	Carnivore	Invertivore	Generalist
Bleda eximius	Forest	1	Carnivore	Invertivore	Generalist
Bleda notatus	Forest	1	Carnivore	Invertivore	Generalist
Bleda syndactylus	Forest	1	Carnivore	Invertivore	Insessorial
Calyptocichla serina	Forest	1	Herbivore	Frugivore	Insessorial
Chlorocichla falkensteini	Shrubland	1	Herbivore	Frugivore	Insessorial
Chlorocichla flavicollis	Shrubland	1	Herbivore	Frugivore	Insessorial
Chlorocichla flaviventris	Forest	1	Herbivore	Omnivore	Insessorial
Chlorocichla laetissima	Forest	1	Herbivore	Omnivore	Insessorial
Chlorocichla prigoginei	Forest	1	Herbivore	Omnivore	Insessorial
Chlorocichla simplex	Shrubland	1	Herbivore	Frugivore	Insessorial
Criniger barbatus	Forest	1	Carnivore	Invertivore	Insessorial
Criniger calurus	Forest	1	Carnivore	Invertivore	Insessorial
Criniger chloronotus	Forest	1	Carnivore	Invertivore	Insessorial
Criniger ndussumensis	Forest	1	Carnivore	Invertivore	Insessorial
Criniger olivaceus	Forest	1	Carnivore	Invertivore	Insessorial
Hemixos castanonotus	Forest	2	Omnivore	Frugivore	Insessorial
Hemixos flavala	Forest	2	Omnivore	Omnivore	Insessorial
Hypsipetes borbonicus	Forest	1	Herbivore	Frugivore	Insessorial
Hypsipetes crassirostris	Woodland	1	Omnivore	Omnivore	Insessorial
Hypsipetes leucocephalus	Forest	3	Herbivore	Frugivore	Insessorial
Hypsipetes madagascariensis	Forest	1	Herbivore	Omnivore	Insessorial
Hypsipetes mcclellandii	Woodland	1	Omnivore	Omnivore	Insessorial
Hypsipetes nicobariensis	Forest	1	Omnivore	Omnivore	Insessorial
Hypsipetes olivaceus	Forest	1	Omnivore	Omnivore	Insessorial
Hypsipetes parvirostris	Forest	2	Omnivore	Frugivore	Insessorial
Hypsipetes thompsoni	Forest	3	Herbivore	Frugivore	Insessorial
Hypsipetes virescens	Forest	1	Omnivore	Omnivore	Insessorial
Iole indica	Forest	1	Herbivore	Omnivore	Insessorial
Iole olivacea	Forest	1	Omnivore	Omnivore	Insessorial
Iole propinqua	Forest	1	Omnivore	Omnivore	Insessorial
Iole virescens	Forest	1	Herbivore	Frugivore	Insessorial
Ixonotus guttatus	Forest	1	Omnivore	Frugivore	Insessorial
Ixos amaurotis	Forest	2	Herbivore	Frugivore	Insessorial
Ixos everetti	Forest	1	Herbivore	Frugivore	Insessorial
Ixos malaccensis	Forest	1	Omnivore	Frugivore	Insessorial
Ixos palawanensis	Forest	1	Omnivore	Omnivore	Insessorial
Ixos philippinus	Forest	1	Herbivore	Frugivore	Insessorial
Ixos rufigularis	Forest	1	Herbivore	Frugivore	Insessorial
Ixos siquijorensis	Forest	1	Herbivore	Frugivore	Insessorial
Neolestes torquatus	Shrubland	1	Carnivore	Invertivore	Insessorial
Nicator chloris	Forest	1	Carnivore	Invertivore	Insessorial
Nicator gularis	Woodland	1	Carnivore	Invertivore	Insessorial
Nicator vireo	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus albigularis	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus baumanni	Forest	1	Carnivore	Invertivore	Terrestrial
Phyllastrephus cabanisi	Forest	1	Carnivore	Invertivore	Generalist
Phyllastrephus cerviniventris	Shrubland	1	Carnivore	Invertivore	Generalist
Phyllastrephus debilis	Shrubland	1	Carnivore	Invertivore	Insessorial
Phyllastrephus fischeri	Forest	1	Carnivore	Invertivore	Generalist
Phyllastrephus flavostriatus	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus fulviventris	Forest	1	Carnivore	Invertivore	Generalist
Phyllastrephus hypochloris	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus icterinus	Forest	1	Omnivore	Invertivore	Insessorial
Phyllastrephus leucolepis	NA	1	Omnivore	Invertivore	Insessorial
Phyllastrephus lorenzi	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus poensis	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus poliocephalus	Forest	1	Carnivore	Invertivore	Insessorial
Phyllastrephus strepitans	Shrubland	1	Omnivore	Invertivore	Insessorial
Phyllastrephus terrestris	Forest	1	Carnivore	Invertivore	Generalist
Phyllastrephus xavieri	Forest	1	Carnivore	Invertivore	Insessorial
Pycnonotus atriceps	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus aurigaster	Shrubland	1	Herbivore	Omnivore	Insessorial
Pycnonotus barbatus	Woodland	1	Herbivore	Frugivore	Insessorial
Pycnonotus bimaculatus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus blanfordi	Shrubland	1	Omnivore	Omnivore	Insessorial
Pycnonotus brunneus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus cafer	Shrubland	1	Herbivore	Omnivore	Insessorial
Pycnonotus capensis	Shrubland	1	Herbivore	Omnivore	Insessorial
Pycnonotus cyaniventris	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus erythropthalmos	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus eutilotus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus finlaysoni	Shrubland	1	Herbivore	Omnivore	Insessorial
Pycnonotus flavescens	Forest	1	Omnivore	Omnivore	Insessorial
Pycnonotus goiavier	Shrubland	1	Herbivore	Omnivore	Insessorial
Pycnonotus hualon	NA	1	Herbivore	Frugivore	Insessorial
Pycnonotus jocosus	Shrubland	1	Herbivore	Omnivore	Insessorial
Pycnonotus leucogenys	Shrubland	2	Herbivore	Omnivore	Insessorial
Pycnonotus leucogrammicus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus leucotis	Shrubland	2	Herbivore	Omnivore	Insessorial
Pycnonotus luteolus	Shrubland	1	Herbivore	Frugivore	Insessorial
Pycnonotus melanicterus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus melanoleucos	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus nieuwenhuisii	Forest	2	Herbivore	Frugivore	Insessorial
Pycnonotus nigricans	Shrubland	1	Herbivore	Frugivore	Insessorial
Pycnonotus penicillatus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus plumosus	Shrubland	1	Herbivore	Frugivore	Insessorial
Pycnonotus priocephalus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus simplex	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus sinensis	Human Modified	3	Herbivore	Frugivore	Insessorial
Pycnonotus squamatus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus striatus	Forest	1	Omnivore	Omnivore	Insessorial
Pycnonotus taivanus	Forest	1	Herbivore	Omnivore	Insessorial
Pycnonotus tympanistrigus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus urostictus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus xantholaemus	Forest	1	Herbivore	Frugivore	Insessorial
Pycnonotus xanthopygos	Shrubland	1	Herbivore	Frugivore	Insessorial
Pycnonotus xanthorrhous	Shrubland	1	Herbivore	Frugivore	Insessorial
Pycnonotus zeylanicus	Forest	1	Herbivore	Frugivore	Insessorial
Pyrrhurus scandens	Forest	1	Omnivore	Invertivore	Insessorial
Setornis criniger	Forest	1	Herbivore	Frugivore	Insessorial
Spizixos canifrons	Shrubland	1	Herbivore	Omnivore	Insessorial
Spizixos semitorques	Shrubland	1	Omnivore	Omnivore	Insessorial
Thescelocichla leucopleura	Forest	1	Herbivore	Frugivore	Insessorial
Tricholestes criniger	Forest	1	Omnivore	Omnivore	Insessorial
Regulus calendula	Forest	3	Carnivore	Invertivore	Insessorial
Regulus goodfellowi	Forest	2	Carnivore	Invertivore	Insessorial
Regulus ignicapilla	Forest	3	Carnivore	Invertivore	Insessorial
Regulus madeirensis	Forest	1	Carnivore	Invertivore	Insessorial
Regulus regulus	Forest	3	Carnivore	Invertivore	Insessorial
Regulus satrapa	Forest	3	Carnivore	Invertivore	Insessorial
Anthoscopus caroli	Woodland	1	Omnivore	Invertivore	Insessorial
Anthoscopus flavifrons	Forest	1	Omnivore	Invertivore	Insessorial
Anthoscopus minutus	Shrubland	1	Omnivore	Invertivore	Insessorial
Anthoscopus musculus	Shrubland	1	Carnivore	Invertivore	Insessorial
Anthoscopus parvulus	Shrubland	1	Carnivore	Invertivore	Insessorial
Anthoscopus punctifrons	Desert	1	Carnivore	Invertivore	Insessorial
Auriparus flaviceps	Shrubland	1	Carnivore	Invertivore	Insessorial
Cephalopyrus flammiceps	Forest	2	Omnivore	Invertivore	Insessorial
Pholidornis rushiae	Forest	1	Carnivore	Invertivore	Insessorial
Remiz consobrinus	Wetland	3	Omnivore	Invertivore	Insessorial
Remiz coronatus	Riverine	3	Omnivore	Invertivore	Insessorial
Remiz macronyx	Wetland	3	Omnivore	Invertivore	Insessorial
Remiz pendulinus	Wetland	3	Omnivore	Invertivore	Insessorial
Rhabdornis grandis	Forest	1	Omnivore	Omnivore	Insessorial
Rhabdornis inornatus	Forest	1	Omnivore	Omnivore	Insessorial
Rhabdornis mystacalis	Forest	1	Omnivore	Omnivore	Insessorial
Acropternis orthonyx	Forest	1	Carnivore	Invertivore	Insessorial
Eleoscytalopus indigoticus	Forest	1	Carnivore	Invertivore	Terrestrial
Eleoscytalopus psychopompus	Forest	1	Carnivore	Invertivore	Terrestrial
Eugralla paradoxa	Forest	1	Carnivore	Invertivore	Generalist
Liosceles thoracicus	Forest	1	Carnivore	Invertivore	Terrestrial
Melanopareia elegans	Woodland	1	Carnivore	Invertivore	Terrestrial
Melanopareia maranonica	Woodland	1	Carnivore	Invertivore	Terrestrial
Melanopareia maximiliani	Woodland	1	Carnivore	Invertivore	Terrestrial
Melanopareia torquata	Woodland	1	Carnivore	Invertivore	Terrestrial
Merulaxis ater	Forest	1	Carnivore	Invertivore	Terrestrial
Merulaxis stresemanni	Forest	1	Carnivore	Invertivore	Terrestrial
Myornis senilis	Forest	1	Carnivore	Invertivore	Insessorial
Psilorhamphus guttatus	Forest	1	Carnivore	Invertivore	Insessorial
Pteroptochos castaneus	Forest	1	Carnivore	Invertivore	Generalist
Pteroptochos megapodius	Shrubland	1	Carnivore	Invertivore	Terrestrial
Pteroptochos tarnii	Forest	1	Carnivore	Invertivore	Terrestrial
Rhinocrypta lanceolata	Shrubland	1	Carnivore	Invertivore	Terrestrial
Scelorchilus albicollis	Shrubland	1	Carnivore	Invertivore	Terrestrial
Scelorchilus rubecula	Forest	1	Omnivore	Invertivore	Terrestrial
Scytalopus acutirostris	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus affinis	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus altirostris	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus argentifrons	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus atratus	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus bolivianus	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus canus	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus caracae	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus chocoensis	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus femoralis	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus fuscus	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus griseicollis	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus iraiensis	Grassland	1	Carnivore	Invertivore	Generalist
Scytalopus latebricola	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus latrans	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus macropus	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus magellanicus	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus meridanus	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus micropterus	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus novacapitalis	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus pachecoi	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus panamensis	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus parkeri	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus parvirostris	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus robbinsi	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus rodriguezi	NA	1	Carnivore	Invertivore	Generalist
Scytalopus sanctaemartae	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus schulenbergi	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus simonsi	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus speluncae	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus spillmanni	Forest	1	Carnivore	Invertivore	Generalist
Scytalopus stilesi	NA	1	Carnivore	Invertivore	Generalist
Scytalopus superciliaris	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus unicolor	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus urubambae	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus vicinior	Forest	1	Carnivore	Invertivore	Terrestrial
Scytalopus zimmeri	Rock	1	Omnivore	Invertivore	Generalist
Teledromas fuscus	Shrubland	1	Carnivore	Invertivore	Terrestrial
Chelidorhynx hypoxantha	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura albicollis	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura albolimbata	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura atra	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura aureola	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura brachyrhyncha	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura cockerelli	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura cyaniceps	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura dahli	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura dedemi	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura diluta	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura drownei	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura euryura	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura fuliginosa	Woodland	1	Carnivore	Invertivore	Insessorial
Rhipidura fuscorufa	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura hyperythra	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura javanica	Woodland	1	Carnivore	Invertivore	Insessorial
Rhipidura kubaryi	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura lepida	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura leucophrys	Woodland	1	Carnivore	Invertivore	Insessorial
Rhipidura leucothorax	Shrubland	1	Carnivore	Invertivore	Insessorial
Rhipidura maculipectus	Shrubland	1	Carnivore	Invertivore	Insessorial
Rhipidura malaitae	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura matthiae	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura nebulosa	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura nigrocinnamomea	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura opistherythra	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura perlata	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura personata	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura phasiana	Woodland	1	Carnivore	Invertivore	Insessorial
Rhipidura phoenicura	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura rennelliana	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura rufidorsa	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura rufifrons	Shrubland	1	Carnivore	Invertivore	Insessorial
Rhipidura rufiventris	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura semirubra	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura superciliaris	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura superflua	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura tenebrosa	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura teysmanni	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura threnothorax	Forest	1	Carnivore	Invertivore	Insessorial
Rhipidura verreauxi	NA	1	Carnivore	Invertivore	Insessorial
