Province,Common Name,Scientific Name,Animal Class,Bird Group,Collection Date,Status,Result,Strain,Lineage,Result Authorised Date,CCSNAME
Yukon,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,5/27/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,"Yukon, Unorganized"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/27/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/14/22,Notre-Dame-des-Neiges
Alberta,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,5/27/22,NA,Confirmed,H5N1,Reassortment EU&NA,10/12/22,Grande Prairie County No. 1
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,5/27/22,Dead,Confirmed,H5N1,Fully Eurasian,9/21/22,Gaspé
Alberta,Common Raven,Corvus corax,Avian,Corvid,5/27/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Sturgeon County
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,5/27/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Minburn County No. 27
New Brunswick,Northern Gannet,Morus bassanus,Avian,Seabird,5/27/22,Dead,Confirmed,H5N1,Fully Eurasian,6/20/22,Tracadie
British Columbia,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,5/27/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/19/22,Cariboo L
British Columbia,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,5/27/22,NA,Confirmed,H5N1,Reassortment EU&NA,7/19/22,Cariboo L
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,5/27/22,Dead,Confirmed,H5N1,Fully Eurasian,8/26/22,Gaspé
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,5/27/22,Dead,Confirmed,H5N1,Fully Eurasian,8/26/22,Gaspé
British Columbia,Red Fox,Vulpes vulpes,Mammal,,5/27/22,NA,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Cariboo L
British Columbia,Northwestern Crow,Corvus brachyrhynchos caurinus,Avian,Corvid,5/28/22,NA,Confirmed,H5N1,Reassortment EU&NA,6/24/22,Langley
Manitoba,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,5/28/22,Live,Confirmed,H5N1,Fully Eurasian,8/26/22,Alexander
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Souris
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,L'Isle-Verte
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Souris
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,L'Isle-Verte
New Brunswick,Mallard,Anas platyrhynchos,Avian,Waterfowl,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Tracadie
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Guysborough
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Souris
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,6/20/22,Souris
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,6/20/22,Souris
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,L'Isle-Verte
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,L'Isle-Verte
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,L'Isle-Verte
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Fully Eurasian,6/14/22,Souris
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Guysborough
Quebec,Rough-Legged Hawk,Buteo lagopus,Avian,Raptor,5/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/8/22,Baie-du-Febvre
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Notre-Dame-des-Neiges
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Rimouski
Quebec,Harbor Seal,Phoca vitulina,Mammal,,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/9/22,Rimouski
New Brunswick,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,7/8/22,Tracadie
New Brunswick,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,6/24/22,Tracadie
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Rimouski
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Rimouski
Manitoba,Great Horned Owl,Bubo virginianus,Avian,Raptor,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Morris
Manitoba,Great Horned Owl,Bubo virginianus,Avian,Raptor,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Morris
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,6/28/22,Shigawake
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Rimouski
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,6/28/22,Shigawake
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,5/30/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Starland County
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,6/27/22,St. Peters
New Brunswick,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Shippagan
Manitoba,Great Horned Owl,Bubo virginianus,Avian,Raptor,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Morris
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Rimouski
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Rimouski
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Notre-Dame-des-Neiges
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Rimouski
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Rimouski
Yukon,Snow Goose,Anser caerulescens,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,"Yukon, Unorganized"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Rimouski
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Cape Breton
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Notre-Dame-des-Neiges
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,5/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Rimouski
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,5/30/22,Dead,Confirmed,H5N1,Fully Eurasian,8/26/22,Rimouski
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Tignish
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Notre-Dame-des-Neiges
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/28/22,Notre-Dame-des-Neiges
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Tignish
Alberta,Red-Tailed Hawk,Buteo jamaicensis,Avian,Raptor,5/31/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Wainwright No. 61
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,6/28/22,Souris
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,7/10/22,"Pictou, Subd. A"
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,6/28/22,Central Prince
Alberta,American Crow,Corvus brachyrhynchos,Avian,Corvid,5/31/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Ontario,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,"Kenora, Unorganized"
Alberta,American Crow,Corvus brachyrhynchos,Avian,Corvid,5/31/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Lac Ste. Anne County
Alberta,Striped Skunk,Mephitis mephitis,Mammal,,5/31/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/23/22,Thorhild County
Quebec,Anatinae (Duck),Anatinae,Avian,Waterfowl,5/31/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Gatineau
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,8/26/22,Tignish
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,6/16/22,Tignish
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/31/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,Notre-Dame-des-Neiges
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,5/31/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Notre-Dame-des-Neiges
Quebec,Snow Goose,Anser caerulescens,Avian,Waterfowl,5/31/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Rimouski
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,"Division No.  4, Subd. B"
British Columbia,Northwestern Crow,Corvus brachyrhynchos caurinus,Avian,Corvid,6/1/22,NA,Confirmed,H5N1,Reassortment EU&NA,6/24/22,Maple Ridge
British Columbia,Mallard,Anas platyrhynchos,Avian,Waterfowl,6/1/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Saanich
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,8/18/22,Percé
New Brunswick,Common Tern,Sterna hirundo,Avian,Seabird,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Saint-Charles
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/1/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Surrey
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,11/14/22,"Division No.  4, Subd. B"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/1/22,Dead,Confirmed,H5N1,Unknown,11/4/22,Port-Cartier
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,11/4/22,Port-Cartier
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/1/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/11/23,East Kootenay C
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,6/1/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/4/22,Port-Cartier
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/1/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Fraser Valley E
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,6/24/22,New London
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,6/1/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Percé
Quebec,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,11/4/22,Port-Cartier
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Delta
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/16/23,Surrey
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,11/4/22,Port-Cartier
Prince Edward Island,Northern Gannet,Morus bassanus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Miscouche
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,9/8/22,Carleton-sur-Mer
Quebec,Northern Gannet,Morus bassanus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,9/8/22,Carleton-sur-Mer
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,6/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Baie-Comeau
Quebec,Common Raven,Corvus corax,Avian,Corvid,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Percé
Quebec,Common Raven,Corvus corax,Avian,Corvid,6/2/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Percé
Quebec,Red-Breasted Merganser,Mergus serrator,Avian,Waterfowl,6/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/26/22,Baie-Comeau
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,6/5/22,Dead,Confirmed,H5N1,Fully Eurasian,7/19/22,"Division No.  1, Subd. C"
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Nova Scotia,Common Murre,Uria aalge,Avian,Seabird,6/5/22,Dead,Confirmed,H5N1,Fully Eurasian,8/1/22,Cape Breton
Prince Edward Island,Common Murre,Uria aalge,Avian,Seabird,6/5/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Souris
Prince Edward Island,Common Murre,Uria aalge,Avian,Seabird,6/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/24/22,Souris
Saskatchewan,Red-Necked Grebe,Podiceps grisegena,Avian,Other,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Saskatoon
Manitoba,American white pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Mountain (North)
New Brunswick,Common Tern,Sterna hirundo,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Fully Eurasian,7/18/22,Saint-Charles
New Brunswick,Common Tern,Sterna hirundo,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Fully Eurasian,7/3/22,Saint-Charles
Quebec,Canada Goose,Branta canadensis,Avian,Waterfowl,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Baie-Comeau
Ontario,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/11/22,"Nipissing, Unorganized, North Part"
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/4/22,Baie-Comeau
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Saskatchewan,Ring-Billed Gull,Larus delawarensis,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,6/6/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/3/22,"Thunder Bay, Unorganized"
Prince Edward Island,Common Murre,Uria aalge,Avian,Seabird,6/7/22,Dead,Confirmed,H5N1,Fully Eurasian,7/18/22,Souris
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/7/22,Dead,Confirmed,H5N1,Fully Eurasian,7/26/22,Saint-Octave-de-Métis
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/7/22,Dead,Confirmed,H5N1,Fully Eurasian,7/26/22,Sainte-Flavie
Manitoba,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/7/22,"Division No. 19, Unorganized"
Quebec,Ring-Billed Gull,Larus delawarensis,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Baie-Comeau
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Fully Eurasian,8/1/22,Halifax
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
New Brunswick,Common Tern,Sterna hirundo,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
British Columbia,Great Blue Heron,Ardea herodias,Avian,Other,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Fraser Valley E
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
British Columbia,Wood Duck,Aix sponsa,Avian,Waterfowl,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Delta
New Brunswick,Common Murre,Uria aalge,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/18/22,Saint-Charles
Ontario,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/14/22,"Kenora, Unorganized"
New Brunswick,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Surrey
Quebec,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
New Brunswick,Ring-Billed Gull,Larus delawarensis,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Alnwick
New Brunswick,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
New Brunswick,Ring-Billed Gull,Larus delawarensis,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Abbotsford
New Brunswick,Ring-Billed Gull,Larus delawarensis,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
New Brunswick,Great Black-Backed Gull,Larus marinus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/4/22,Alnwick
Prince Edward Island,Common Murre,Uria aalge,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/18/22,Souris
Ontario,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,"Thunder Bay, Unorganized"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/15/22,Les Bergeronnes
Saskatchewan,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,"Division No. 18, Unorganized"
New Brunswick,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
New Brunswick,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/8/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/18/22,Alnwick
Manitoba,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/7/22,"Division No. 19, Unorganized"
Manitoba,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/7/22,"Division No. 19, Unorganized"
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/20/22,Saint-Antonin
Manitoba,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,6/8/22,NA,Confirmed,H5N1,Reassortment EU&NA,9/7/22,"Division No. 19, Unorganized"
Alberta,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,St. Paul County No. 19
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/9/22,Dead,Confirmed,H5N1,Fully Eurasian,8/1/22,Chester
Alberta,Black-Billed Magpie,Pica hudsonia,Avian,Corvid,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Edmonton
Alberta,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Bonnyville No. 87
Alberta,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Bonnyville No. 87
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Warner County No. 5
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Edmonton
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Edmonton
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/9/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Warner County No. 5
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/10/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Sunshine Coast A
Quebec,Common Murre,Uria aalge,Avian,Seabird,6/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/19/22,Saint-Fabien
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/10/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,Halifax
Alberta,Red Fox,Vulpes vulpes,Mammal,,6/10/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/23/22,Lamont County
Alberta,California Gull,Larus californicus,Avian,Seabird,6/10/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Edmonton
Quebec,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/19/22,Saint-Fabien
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/10/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,North Cowichan
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/10/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/20/22,Sainte-Luce
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/11/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,"Antigonish, Subd. B"
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/11/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,"Antigonish, Subd. B"
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/11/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/26/22,Notre-Dame-des-Neiges
Ontario,Peregrine Falcon,Falco peregrinus,Avian,Raptor,6/12/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/11/22,"Kenora, Unorganized"
