Province,Common Name,Scientific Name,Animal Class,Bird Group,Collection Date,Status,Result,Strain,Lineage,Result Authorised Date,CCSNAME
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/13/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Abbotsford
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,Guysborough
Quebec,Common Murre,Uria aalge,Avian,Seabird,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,12/23/22,Gaspé
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,8/1/22,Lunenburg
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,12/15/22,Gaspé
Quebec,Surf Scoter,Melanitta perspicillata,Avian,Waterfowl,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,8/4/22,Gaspé
Nova Scotia,Northern Gannet,Morus bassanus,Avian,Seabird,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,8/16/22,Guysborough
Quebec,Razorbill,Alca torda,Avian,Seabird,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,8/4/22,Gaspé
Quebec,Red Fox,Vulpes vulpes,Mammal,,6/13/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,Les Îles-de-la-Madeleine
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/14/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Saanich
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/14/22,Dead,Confirmed,H5N1,Fully Eurasian,7/26/22,Rimouski
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Abbotsford
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,6/14/22,Dead,Confirmed,H5N1,Fully Eurasian,11/8/22,"Richmond, Subd. A"
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/14/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Saanich
Quebec,Great Black-Backed Gull,Larus marinus,Avian,Seabird,6/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/4/22,Baie-Comeau
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,6/14/22,Dead,Confirmed,H5N1,Fully Eurasian,7/18/22,"Division No.  1, Subd. C"
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/14/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/4/22,Baie-Comeau
Quebec,Black Bear,Ursus americanus,Mammal,,6/14/22,Dead,Confirmed,H5N1,Fully Eurasian,8/29/22,Gaspé
Quebec,Black Bear,Ursus americanus,Mammal,,6/14/22,Euthanized,Confirmed,H5N1,Fully Eurasian,9/21/22,Gaspé
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/14/22,Dead,Confirmed,H5N1,Fully Eurasian,8/9/22,Les Bergeronnes
Nova Scotia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/15/22,Dead,Confirmed,H5N1,Fully Eurasian,8/1/22,Cape Breton
Alberta,Franklin's Gull,Leucophaeus pipixcan,Avian,Seabird,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/12/22,Les Bergeronnes
Quebec,American Crow,Corvus brachyrhynchos,Avian,Corvid,6/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/21/22,Les Bergeronnes
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/18/22,North Okanagan B
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Nova Scotia,Herring Gull,Larus argentatus,Avian,Seabird,6/15/22,Dead,Confirmed,H5N1,Fully Eurasian,8/1/22,Cape Breton
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Lac la Biche County
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/15/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/16/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Stettler County No. 6
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/16/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Stettler County No. 6
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/16/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Stettler County No. 6
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/16/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Stettler County No. 6
Quebec,Common Eider,Somateria mollissima,Avian,Waterfowl,6/16/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Longue-Pointe-de-Mingan
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,6/17/22,Dead,Confirmed,H5N1,Fully Eurasian,7/4/22,"Division No.  4, Subd. B"
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/17/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,North Saanich
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/18/22,Dead,Confirmed,H5N1,Reassortment EU&NA,3/10/23,Juan de Fuca (Part 2)
New Brunswick,Common Eider,Somateria mollissima,Avian,Waterfowl,6/19/22,Dead,Confirmed,H5N1,Fully Eurasian,8/25/22,Pennfield
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/19/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/20/22,Saint-Fabien
Northwest Territories,Herring Gull,Larus argentatus,Avian,Seabird,6/19/22,Dead,Confirmed,H5N1,Fully Eurasian,9/12/22,"Region 6, Unorganized"
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/20/22,NA,Confirmed,H5N1,Reassortment EU&NA,11/10/22,Abbotsford
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,7/20/22,Saint-Octave-de-Métis
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/20/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/9/22,Baie-Comeau
Saskatchewan,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/23/23,McKillop No. 220
Quebec,Razorbill,Alca torda,Avian,Seabird,6/21/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Les Bergeronnes
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/22/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Fraser Valley F
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/22/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Central Okanagan
British Columbia,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/22/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Fraser Valley E
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/22/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Fraser Valley D
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/22/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Abbotsford
British Columbia,Turkey Vulture,Cathartes aura,Avian,Raptor,6/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Nanaimo
Nova Scotia,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/22/22,Dead,Confirmed,H5N1,Reassortment EU&NA,12/7/22,Lunenburg
British Columbia,Great Blue Heron,Ardea herodias,Avian,Other,6/22/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Delta
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/17/22,Bonnyville No. 87
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Lac la Biche County
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/17/22,Bonnyville No. 87
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/17/22,Bonnyville No. 87
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/17/22,Bonnyville No. 87
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/29/22,Bonnyville No. 87
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,St. Paul County No. 19
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,Special Area No. 2
Alberta,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/29/22,St. Paul County No. 19
Alberta,Great Horned Owl,Bubo virginianus,Avian,Raptor,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Special Area No. 2
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/29/22,Bonnyville No. 87
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Foothills County
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,6/23/22,Dead,Confirmed,H5N1,Reassortment EU&NA,6/7/23,Juan de Fuca (Part 2)
Alberta,Eared Grebe,Podiceps nigricollis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Fully Eurasian,8/17/22,Bonnyville No. 87
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Alberta,Western Grebe,Aechmophorus occidentalis,Avian,Other,6/23/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/17/22,Lac la Biche County
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,6/24/22,Dead,Confirmed,H5N1,Fully Eurasian,11/8/22,Halifax
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,6/24/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/16/23,Thompson-Nicola P (Rivers and the Peaks)
Quebec,Gray Seal,Halichoerus grypus,Mammal,,6/24/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/21/24,Les Bergeronnes
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/26/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/9/22,Saint-Fabien
Quebec,Harbor Seal,Phoca vitulina,Mammal,,6/26/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/8/22,Saint-Fabien
Alberta,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/28/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Strathcona County
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,6/28/22,Dead,Confirmed,H5N1,Fully Eurasian,11/8/22,Halifax
Alberta,Striped Skunk,Mephitis mephitis,Mammal,,6/28/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/22/22,Edmonton
Nova Scotia,Red Fox,Vulpes vulpes,Mammal,,6/28/22,Dead,Confirmed,H5N1,Fully Eurasian,8/18/22,Cape Breton
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,6/29/22,Dead,Confirmed,H5N1,Fully Eurasian,12/7/22,Yarmouth
Quebec,Double-Crested Cormorant,Phalacrocorax auritus,Avian,Seabird,6/29/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Kamouraska
Quebec,Razorbill,Alca torda,Avian,Seabird,6/30/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,Saint-André-de-Kamouraska
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,7/1/22,Dead,Confirmed,H5N1,Fully Eurasian,11/8/22,Halifax
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,7/2/22,Dead,Confirmed,H5N1,Reassortment EU&NA,5/16/23,Juan de Fuca (Part 2)
Nova Scotia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,7/3/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/8/22,East Hants
New Brunswick,Herring Gull,Larus argentatus,Avian,Seabird,7/3/22,Dead,Confirmed,H5N1,Fully Eurasian,8/11/22,Pennfield
New Brunswick,Arctic Tern,Sterna paradisaea,Avian,Seabird,7/3/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Pennfield
New Brunswick,Arctic Tern,Sterna paradisaea,Avian,Seabird,7/3/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Pennfield
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,7/3/22,Dead,Confirmed,H5N1,Fully Eurasian,11/8/22,Halifax
Manitoba,Western Grebe,Aechmophorus occidentalis,Avian,Other,7/4/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,St. Laurent
Manitoba,Western Grebe,Aechmophorus occidentalis,Avian,Other,7/4/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,St. Laurent
New Brunswick,Common Eider,Somateria mollissima,Avian,Waterfowl,7/4/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Pennfield
Quebec,Razorbill,Alca torda,Avian,Seabird,7/4/22,Dead,Confirmed,H5N1,Fully Eurasian,12/23/22,Longue-Pointe-de-Mingan
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,7/4/22,Dead,Confirmed,H5N1,Fully Eurasian,12/23/22,Longue-Pointe-de-Mingan
New Brunswick,Herring Gull,Larus argentatus,Avian,Seabird,7/4/22,Dead,Confirmed,H5N1,Fully Eurasian,8/24/22,Pennfield
Manitoba,Western Grebe,Aechmophorus occidentalis,Avian,Other,7/4/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/18/22,St. Laurent
Nova Scotia,Common Eider,Somateria mollissima,Avian,Waterfowl,7/5/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/8/22,Halifax
New Brunswick,Herring Gull,Larus argentatus,Avian,Seabird,7/5/22,Dead,Confirmed,H5N1,Fully Eurasian,8/11/22,Pennfield
Nova Scotia,Willet,Catoptrophorus semipalmatus,Avian,Other,7/6/22,Dead,Confirmed,H5N1,Fully Eurasian,11/8/22,Halifax
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,7/6/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Burnaby
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,7/6/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Vancouver
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,7/6/22,NA,Confirmed,H5N1,Reassortment EU&NA,2/9/23,Surrey
New Brunswick,Herring Gull,Larus argentatus,Avian,Seabird,7/6/22,Dead,Confirmed,H5N1,Fully Eurasian,8/11/22,Pennfield
Newfoundland and Labrador,Common Eider,Somateria mollissima,Avian,Waterfowl,7/6/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  9, Subd. F"
Quebec,Harbor Seal,Phoca vitulina,Mammal,,7/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,8/9/22,Saint-Octave-de-Métis
Ontario,American White Pelican,Pelecanus erythrorhynchos,Avian,Seabird,7/7/22,Dead,Confirmed,H5N1,Reassortment EU&NA,9/29/22,"Kenora, Unorganized"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,12/23/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,10/12/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Razorbill,Alca torda,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Razorbill,Alca torda,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Razorbill,Alca torda,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Razorbill,Alca torda,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/8/22,Dead,Confirmed,H5N1,Fully Eurasian,7/29/22,"Division No.  2, Subd. E"
New Brunswick,Great Black-Backed Gull,Larus marinus,Avian,Seabird,7/9/22,Dead,Confirmed,H5N1,Unknown,8/23/22,Pennfield
Nunavut,Herring Gull,Larus argentatus,Avian,Seabird,7/13/22,Dead,Confirmed,H5N1,Fully Eurasian,9/28/22,"Qikiqtaaluk, Unorganized"
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,7/13/22,Dead,Confirmed,H5N1,Fully Eurasian,11/4/22,"Division No.  1, Subd. C"
Newfoundland and Labrador,Razorbill,Alca torda,Avian,Seabird,7/13/22,Dead,Confirmed,H5N1,Fully Eurasian,8/4/22,"Division No.  1, Subd. C"
Alberta,California Gull,Larus californicus,Avian,Seabird,7/13/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Strathcona County
Newfoundland and Labrador,Atlantic Puffin,Fratercula arctica,Avian,Seabird,7/14/22,Dead,Confirmed,H5N1,Fully Eurasian,8/17/23,"Division No.  1, Subd. C"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/14/22,Dead,Confirmed,H5N1,Fully Eurasian,8/4/22,"Division No.  1, Subd. C"
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,7/14/22,Dead,Confirmed,H5N1,Fully Eurasian,8/4/22,"Division No.  1, Subd. C"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/14/22,Dead,Confirmed,H5N1,Fully Eurasian,8/4/22,"Division No.  1, Subd. C"
British Columbia,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,7/15/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/6/23,Strathcona D (Oyster Bay - Buttle Lake)
Newfoundland and Labrador,Northern Fulmar,Fulmarus glacialis,Avian,Seabird,7/17/22,Dead,Confirmed,H5N1,Fully Eurasian,8/17/23,"Division No.  1, Subd. C"
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,7/17/22,Dead,Confirmed,H5N1,Fully Eurasian,8/17/23,"Division No.  1, Subd. C"
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,7/17/22,Dead,Confirmed,H5N1,Fully Eurasian,8/17/23,"Division No.  1, Subd. C"
Quebec,Herring Gull,Larus argentatus,Avian,Seabird,7/18/22,Dead,Confirmed,H5N1,Fully Eurasian,12/23/22,Longue-Pointe-de-Mingan
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,5/16/23,Thompson-Nicola L (Grasslands)
British Columbia,Canada Goose,Branta canadensis,Avian,Waterfowl,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,5/16/23,Thompson-Nicola L (Grasslands)
British Columbia,Great Blue Heron,Ardea herodias,Avian,Other,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,5/16/23,Okanagan-Similkameen C
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Strathcona County
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/19/22,Live,Confirmed,H5N1,Fully Eurasian,8/17/23,St. John's
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Strathcona County
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,11/4/22,"Division No.  1, Subd. C"
New Brunswick,Herring Gull,Larus argentatus,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,8/11/22,Pennfield
Newfoundland and Labrador,Atlantic Puffin,Fratercula arctica,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,11/4/22,"Division No.  1, Subd. C"
Quebec,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,7/19/22,Dead,Confirmed,H5N1,Reassortment EU&NA,11/4/22,Saint-Pierre-de-l'Île-d'Orléans
Alberta,Canada Goose,Branta canadensis,Avian,Waterfowl,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/24/22,Lac Ste. Anne County
Newfoundland and Labrador,Northern Gannet,Morus bassanus,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,11/15/22,"Division No.  1, Subd. C"
Newfoundland and Labrador,Dovekie,Alle alle,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,11/15/22,"Division No.  1, Subd. C"
Newfoundland and Labrador,Atlantic Puffin,Fratercula arctica,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,11/15/22,"Division No.  1, Subd. C"
Newfoundland and Labrador,Black-Legged Kittiwake,Rissa tridactyla,Avian,Seabird,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,11/15/22,"Division No.  1, Subd. C"
New Brunswick,American Crow,Corvus brachyrhynchos,Avian,Corvid,7/19/22,Dead,Confirmed,H5N1,Fully Eurasian,8/11/22,Pennfield
Alberta,Striped Skunk,Mephitis mephitis,Mammal,,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/22/22,Leduc County
Alberta,Striped Skunk,Mephitis mephitis,Mammal,,7/19/22,NA,Confirmed,H5N1,Reassortment EU&NA,8/22/22,Lac la Biche County
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/21/22,Live,Confirmed,H5N1,Fully Eurasian,8/17/23,St. John's
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/21/22,Live,Confirmed,H5N1,Fully Eurasian,8/17/23,St. John's
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/29/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/29/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Common Murre,Uria aalge,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Black-Legged Kittiwake,Rissa tridactyla,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Fully Eurasian,8/29/22,"Division No.  1, Subd. H"
Newfoundland and Labrador,Gull,Larus spp.,Avian,Seabird,7/25/22,Dead,Confirmed,H5N1,Reassortment EU&NA,10/27/22,"Division No. 10, Subd. A"
Ontario,Herring Gull,Larus argentatus,Avian,Seabird,7/27/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Lakeshore
Newfoundland and Labrador,Black-Legged Kittiwake,Rissa tridactyla,Avian,Seabird,7/27/22,Dead,Confirmed,H5N1,Fully Eurasian,8/15/22,"Division No.  1, Subd. C"
Ontario,Bald Eagle,Haliaeetus leucocephalus,Avian,Raptor,7/27/22,Dead,Confirmed,H5N1,Reassortment EU&NA,4/28/23,Lakeshore
